LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C22401005,C0402C101J5GAC3121,KEMET,https://datasheet.lcsc.com/datasheet/pdf/ca478561d3172e9ccd486961ecbcbc0c.pdf?productCode=C22401005,9350,0.0186,50,50,https://www.lcsc.com/product-detail/C22401005.html,0402,Tape & Reel (TR),100pF,±5%,50V,C0G
C1864396,GCM1555C1H101FA16J,muRata,https://datasheet.lcsc.com/datasheet/pdf/a36c2ccb7f4dcd97a84644fee0eee1a4.pdf?productCode=C1864396,9350,0.0221,50,50,https://www.lcsc.com/product-detail/C1864396.html,0402,Tape & Reel (TR),100pF,±1%,50V,C0G
C3879512,GRT1555C1H240FA02D,muRata,https://datasheet.lcsc.com/datasheet/pdf/25d451cf628ad79f97e344ed5f9b32ba.pdf?productCode=C3879512,9320,0.0314,20,20,https://www.lcsc.com/product-detail/C3879512.html,0402,Tape & Reel (TR),24pF,±1%,50V,C0G
C2217274,GJM1555C1H160JB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/54b03b81d10e8ccab1320b3befb37877.pdf?productCode=C2217274,9320,0.0218,20,20,https://www.lcsc.com/product-detail/C2217274.html,0402,Tape & Reel (TR),16pF,±5%,50V,C0G
C1864357,GCM1555C1H391FA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/ef962bad2d658b6600e4d4ac6450e160.pdf?productCode=C1864357,9320,0.0235,20,20,https://www.lcsc.com/product-detail/C1864357.html,0402,Tape & Reel (TR),390pF,±1%,50V,C0G
C162096,GRM1555C1H330FA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/bd66005121ce8e784d8a686c8f73c6d3.pdf?productCode=C162096,9300,0.0087,100,100,https://www.lcsc.com/product-detail/C162096.html,0402,Tape & Reel (TR),33pF,±1%,50V,C0G
C2180806,C0402C103J3RACAUTO,KEMET,https://datasheet.lcsc.com/datasheet/pdf/274457ed515e4e65b47c6c45847a8203.pdf?productCode=C2180806,9290,0.0245,10,10,https://www.lcsc.com/product-detail/C2180806.html,0402,Tape & Reel (TR),10nF,±5%,25V,X7R
C88884,GJM1555C1H270JB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/bb7c7daf22f40d74dc9493dcdcae707d.pdf?productCode=C88884,9270,0.0657,10,10,https://www.lcsc.com/product-detail/C88884.html,0402,Tape & Reel (TR),27pF,±5%,50V,C0G
C2169825,C0402C270J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2169825,9250,0.0162,50,50,https://www.lcsc.com/product-detail/C2169825.html,0402,Tape & Reel (TR),27pF,±5%,50V,C0G
C6565261,GRM155R71H681JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/6e62c9184720140d97d10b8c0f7d6274.pdf?productCode=C6565261,9240,0.0369,20,20,https://www.lcsc.com/product-detail/C6565261.html,0402,Tape & Reel (TR),680pF,±5%,50V,X7R
C710649,GCM1555C1H201JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/7504af2921f7a0676c7c02b3213726f1.pdf?productCode=C710649,9200,0.0104,50,50,https://www.lcsc.com/product-detail/C710649.html,0402,Tape & Reel (TR),200pF,±5%,50V,C0G
C541456,CC0402JRX7R9BB561,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541456,9200,0.0034,100,100,https://www.lcsc.com/product-detail/C541456.html,0402,Tape & Reel (TR),560pF,±5%,50V,X7R
C513318,04025A470JAT2A,Kyocera AVX,,9200,0.0157,50,50,https://www.lcsc.com/product-detail/C513318.html,0402,Tape & Reel (TR),47pF,±5%,50V,C0G
C696363,C0603C153J3GAC7867,KEMET,https://datasheet.lcsc.com/datasheet/pdf/da3c76ef605fe43fee9e7f5d02cdf37c.pdf?productCode=C696363,9120,0.1652,5,5,https://www.lcsc.com/product-detail/C696363.html,0603,Tape & Reel (TR),15nF,±5%,25V,C0G
C519499,CC0603FRNPO9BN151,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519499,9080,0.0273,20,20,https://www.lcsc.com/product-detail/C519499.html,0603,Tape & Reel (TR),150pF,±1%,50V,NP0
C2168865,C0402C120J5GACAUTO,KEMET,https://datasheet.lcsc.com/datasheet/pdf/73c030c092cad88867b92e86f262076b.pdf?productCode=C2168865,9061,0.0115,1,1,https://www.lcsc.com/product-detail/C2168865.html,0402,Tape & Reel (TR),12pF,±5%,50V,C0G
C2168670,C0402C271J5GAC7867,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2168670,9050,0.0197,50,50,https://www.lcsc.com/product-detail/C2168670.html,0402,Tape & Reel (TR),270pF,±5%,50V,C0G
C882582,GCM1555C1H220FA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/89a72b9245710509c01f41efb78dcbbf.pdf?productCode=C882582,9050,0.0235,50,50,https://www.lcsc.com/product-detail/C882582.html,0402,Tape & Reel (TR),22pF,±1%,50V,C0G
C527214,CC0805JRNPOYBN102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C527214,9050,0.0239,50,50,https://www.lcsc.com/product-detail/C527214.html,0805,Tape & Reel (TR),1nF,±5%,250V,NP0
C490602,C0603C104J5RAC7867,KEMET,https://datasheet.lcsc.com/datasheet/pdf/3e59f83b3e68b593e3ead7734952cd96.pdf?productCode=C490602,9020,0.0244,20,20,https://www.lcsc.com/product-detail/C490602.html,0603,Tape & Reel (TR),100nF,±5%,50V,X7R
C3887320,GRM1555C1H301GA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/6c25b4f1fdcf9c33f849605f4c39e7bd.pdf?productCode=C3887320,9015,0.1042,5,5,https://www.lcsc.com/product-detail/C3887320.html,0402,Tape & Reel (TR),300pF,±2%,50V,C0G
C701303,GRM1555C1H201JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/368d4a38ad2e54eda82258271ab4e137.pdf?productCode=C701303,9000,0.0068,100,100,https://www.lcsc.com/product-detail/C701303.html,0402,Tape & Reel (TR),200pF,±5%,50V,C0G
C541420,CC0402GRNPO9BN620,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C541420,9000,0.0052,100,100,https://www.lcsc.com/product-detail/C541420.html,0402,Tape & Reel (TR),62pF,±2%,50V,NP0
C696366,C0805C104J5RACAUTO,KEMET,https://datasheet.lcsc.com/datasheet/pdf/6aaec868495c7956de095c310d74903f.pdf?productCode=C696366,8950,0.0375,10,10,https://www.lcsc.com/product-detail/C696366.html,0805,Tape & Reel (TR),100nF,±5%,50V,X7R
C3898691,GJM1555C1H140FB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/360b14b7085fb0444976be5338524e68.pdf?productCode=C3898691,8940,0.0396,20,20,https://www.lcsc.com/product-detail/C3898691.html,0402,Tape & Reel (TR),14pF,±1%,50V,C0G
C2180415,VJ0603A101FXACW1BC,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/2aafee59dab54d3907d2a47e632f9b66.pdf?productCode=C2180415,8940,0.0421,10,10,https://www.lcsc.com/product-detail/C2180415.html,0603,Tape & Reel (TR),100pF,±1%,50V,C0G
C2182056,C0402C151J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2182056,8900,0.0160,50,50,https://www.lcsc.com/product-detail/C2182056.html,0402,Tape & Reel (TR),150pF,±5%,50V,C0G
C2176561,500R14N120JV4T,Johanson Dielectrics,https://datasheet.lcsc.com/datasheet/pdf/24538f194267da0a0ddb8946af8e74d6.pdf?productCode=C2176561,8900,0.0068,100,100,https://www.lcsc.com/product-detail/C2176561.html,0603,Tape & Reel (TR),12pF,±5%,50V,NP0
C1517815,GCM1555C1H6R0FA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/abd56e9345d0123cd6b22304b2b562e5.pdf?productCode=C1517815,8900,0.0305,20,20,https://www.lcsc.com/product-detail/C1517815.html,0402,Tape & Reel (TR),6pF,±1%,50V,C0G
C599724,C0603C330J5GAC7867,KEMET,https://datasheet.lcsc.com/datasheet/pdf/e786fa3796f65c92f948857a26311a54.pdf?productCode=C599724,8900,0.0143,50,50,https://www.lcsc.com/product-detail/C599724.html,0603,Tape & Reel (TR),33pF,±5%,50V,C0G
C452744,C0402C220J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/9f669e3393740f6eb90a7d68d42c8d86.pdf?productCode=C452744,8900,0.0147,50,50,https://www.lcsc.com/product-detail/C452744.html,0402,Tape & Reel (TR),22pF,±5%,50V,C0G
C3868174,AC0603JRNPO0BN222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3868174,8880,0.0352,20,20,https://www.lcsc.com/product-detail/C3868174.html,0603,Tape & Reel (TR),2.2nF,±5%,100V,C0G
