LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C483116,RC0805FR-0731K6L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483116,21000,0.0063,100,100,https://www.lcsc.com/product-detail/C483116.html,0805,Tape & Reel (TR),Thick Film Resistor,31.6kΩ,±1%,150V,125mW,±100ppm/℃
C144763,AC0402FR-0739KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144763,21000,0.0040,100,100,https://www.lcsc.com/product-detail/C144763.html,0402,Tape & Reel (TR),Thick Film Resistor,39kΩ,±1%,50V,62.5mW,±100ppm/℃
C114520,RC0805FR-072K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C114520,20900,0.0053,100,100,https://www.lcsc.com/product-detail/C114520.html,0805,Tape & Reel (TR),Thick Film Resistor,2.7kΩ,±1%,150V,125mW,±100ppm/℃
C226371,AC0402FR-0724K9L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226371,20800,0.0045,100,100,https://www.lcsc.com/product-detail/C226371.html,0402,Tape & Reel (TR),Thick Film Resistor,24.9kΩ,±1%,50V,62.5mW,±100ppm/℃
C137597,RC0805FR-0711KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137597,20800,0.0076,100,100,https://www.lcsc.com/product-detail/C137597.html,0805,Tape & Reel (TR),Thick Film Resistor,11kΩ,±1%,150V,125mW,±100ppm/℃
C227116,AC0402FR-074M7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227116,20700,0.0162,100,100,https://www.lcsc.com/product-detail/C227116.html,0402,Tape & Reel (TR),Thick Film Resistor,4.7MΩ,±1%,50V,62.5mW,±100ppm/℃
C114527,RC0805FR-0736KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C114527,20700,0.0070,100,100,https://www.lcsc.com/product-detail/C114527.html,0805,Tape & Reel (TR),Thick Film Resistor,36kΩ,±1%,150V,125mW,±100ppm/℃
C276265,RC0402FR-0731K6L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C276265,20600,0.0045,100,100,https://www.lcsc.com/product-detail/C276265.html,0402,Tape & Reel (TR),Thick Film Resistor,31.6kΩ,±1%,50V,62.5mW,±100ppm/℃
C185445,RC0402FR-0720K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185445,20600,0.0031,100,100,https://www.lcsc.com/product-detail/C185445.html,0402,Tape & Reel (TR),Thick Film Resistor,20.5kΩ,±1%,50V,62.5mW,±100ppm/℃
C144567,AC0805FR-072K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144567,20500,0.0073,100,100,https://www.lcsc.com/product-detail/C144567.html,0805,Tape & Reel (TR),Thick Film Resistor,2.7kΩ,±1%,150V,125mW,±100ppm/℃
C4359651,AF0402FR-07127KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C4359651,20300,0.0057,100,100,https://www.lcsc.com/product-detail/C4359651.html,0402,Tape & Reel (TR),Thick Film Resistor,127kΩ,±1%,50V,62.5mW,±100ppm/℃
C137719,RC0603FR-0743KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137719,20300,0.0030,100,100,https://www.lcsc.com/product-detail/C137719.html,0603,Tape & Reel (TR),Thick Film Resistor,43kΩ,±1%,75V,100mW,±100ppm/℃
C483162,RC0805FR-0746K4L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483162,20100,0.0092,100,100,https://www.lcsc.com/product-detail/C483162.html,0805,Tape & Reel (TR),Thick Film Resistor,46.4kΩ,±1%,150V,125mW,±100ppm/℃
C364360,RC0402FR-076K49L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C364360,19900,0.0035,100,100,https://www.lcsc.com/product-detail/C364360.html,0402,Tape & Reel (TR),Thick Film Resistor,6.49kΩ,±1%,50V,62.5mW,±100ppm/℃
C227807,AC0603FR-07309KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227807,19900,0.0032,100,100,https://www.lcsc.com/product-detail/C227807.html,0603,Tape & Reel (TR),Thick Film Resistor,309kΩ,±1%,75V,100mW,±100ppm/℃
C114544,RC0805FR-07820RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C114544,19900,0.0091,100,100,https://www.lcsc.com/product-detail/C114544.html,0805,Tape & Reel (TR),Thick Film Resistor,820Ω,±1%,150V,125mW,±100ppm/℃
C5936495,AC0603FR-7W4K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C5936495,19800,0.0066,100,100,https://www.lcsc.com/product-detail/C5936495.html,0603,Tape & Reel (TR),Thick Film Resistor,4.7kΩ,±1%,75V,200mW,±100ppm/℃
C477184,RC0402FR-071M05L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C477184,19800,0.0019,100,100,https://www.lcsc.com/product-detail/C477184.html,0402,Tape & Reel (TR),Thick Film Resistor,1.05MΩ,±1%,50V,62.5mW,±100ppm/℃
C273334,RC0402FR-07160KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273334,19800,0.0038,100,100,https://www.lcsc.com/product-detail/C273334.html,0402,Tape & Reel (TR),Thick Film Resistor,160kΩ,±1%,50V,62.5mW,±100ppm/℃
C227773,AC0603FR-072K49L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227773,19800,0.0092,100,100,https://www.lcsc.com/product-detail/C227773.html,0603,Tape & Reel (TR),Thick Film Resistor,2.49kΩ,±1%,75V,100mW,±100ppm/℃
C227137,AC0402FR-0754K9L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227137,19800,0.0019,100,100,https://www.lcsc.com/product-detail/C227137.html,0402,Tape & Reel (TR),Thick Film Resistor,54.9kΩ,±1%,50V,62.5mW,±100ppm/℃
