LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C113801,CC0603JRNPOYBN470,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C113801,5150,0.0267,50,50,https://www.lcsc.com/product-detail/C113801.html,0603,Tape & Reel (TR),47pF,±5%,250V,NP0
C161307,GJM1555C1H160GB01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/15ecefa8d561442ebba106538bbe6c6d.pdf?productCode=C161307,5140,0.0443,20,20,https://www.lcsc.com/product-detail/C161307.html,0402,Tape & Reel (TR),16pF,±2%,50V,C0G
C6641147,08055C104J4T2A,Kyocera AVX,,5120,0.0295,20,20,https://www.lcsc.com/product-detail/C6641147.html,0805,Tape & Reel (TR),100nF,±5%,50V,X7R
C710892,GRM1885C1H152FA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/368d4a38ad2e54eda82258271ab4e137.pdf?productCode=C710892,5120,0.0464,10,10,https://www.lcsc.com/product-detail/C710892.html,0603,Tape & Reel (TR),1.5nF,±1%,50V,C0G
C541556,CC0805GKNPO8BN472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C541556,5105,0.1703,5,5,https://www.lcsc.com/product-detail/C541556.html,0805,Tape & Reel (TR),4.7nF,±2%,25V,NP0
C21832726,GRM1555C2A560GA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/0f1144c9776fd1951ff7ecaec11d3fb3.pdf?productCode=C21832726,5100,0.0175,50,50,https://www.lcsc.com/product-detail/C21832726.html,0402,Tape & Reel (TR),56pF,±2%,100V,C0G
C2170407,GRM21B5C1H203JA01L,muRata,https://datasheet.lcsc.com/datasheet/pdf/346351db563ae6e9ce22010d71a67ff6.pdf?productCode=C2170407,5100,0.0797,10,10,https://www.lcsc.com/product-detail/C2170407.html,0805,Tape & Reel (TR),20nF,±5%,50V,C0G
C1864488,GCM1555C1H910FA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/dd3277518399cd7c82f470622973060e.pdf?productCode=C1864488,5100,0.0198,50,50,https://www.lcsc.com/product-detail/C1864488.html,0402,Tape & Reel (TR),91pF,±1%,50V,C0G
C576712,CC0402JRX7R7BB683,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C576712,5100,0.0046,100,100,https://www.lcsc.com/product-detail/C576712.html,0402,Tape & Reel (TR),68nF,±5%,16V,X7R
C541546,CC1206JRX7R8BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541546,5100,0.0366,50,50,https://www.lcsc.com/product-detail/C541546.html,1206,Tape & Reel (TR),100nF,±5%,25V,X7R
C527182,CC0805FRNPO9BN270,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C527182,5100,0.0364,50,50,https://www.lcsc.com/product-detail/C527182.html,0805,Tape & Reel (TR),27pF,±1%,50V,NP0
C527041,CC0603FRNPO0BN151,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C527041,5100,0.0395,50,50,https://www.lcsc.com/product-detail/C527041.html,0603,Tape & Reel (TR),150pF,±1%,100V,NP0
C520043,CC0805JRX7R9BB333,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520043,5100,0.0227,50,50,https://www.lcsc.com/product-detail/C520043.html,0805,Tape & Reel (TR),33nF,±5%,50V,X7R
C440148,GCM1885C2A181JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/487017f6b54a225cb531ae9163fbe3cd.pdf?productCode=C440148,5100,0.0196,50,50,https://www.lcsc.com/product-detail/C440148.html,0603,Tape & Reel (TR),180pF,±5%,100V,C0G
C77390,GRM1885C1H201JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/27af8e71066ca400200b5d342ec210be.pdf?productCode=C77390,5100,0.0229,50,50,https://www.lcsc.com/product-detail/C77390.html,0603,Tape & Reel (TR),200pF,±5%,50V,C0G
