LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C541465,CC0402JRX7R8BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541465,62500,0.0149,100,100,https://www.lcsc.com/product-detail/C541465.html,0402,Tape & Reel (TR),100nF,±5%,25V,X7R
C71651,GRM1885C1H150JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/561f4ac2647a429489bbdb8aebb411e6.pdf?productCode=C71651,62400,0.0206,50,50,https://www.lcsc.com/product-detail/C71651.html,0603,Tape & Reel (TR),15pF,±5%,50V,C0G
C107105,CC0805JRNPO0BN101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C107105,61450,0.0230,50,50,https://www.lcsc.com/product-detail/C107105.html,0805,Tape & Reel (TR),100pF,±5%,100V,NP0
C114393,CC0402GRNPO9BN180,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C114393,61200,0.0073,100,100,https://www.lcsc.com/product-detail/C114393.html,0402,Tape & Reel (TR),18pF,±2%,50V,NP0
C2913779,06035A220JAT2A,Kyocera AVX,,60580,0.0135,20,20,https://www.lcsc.com/product-detail/C2913779.html,0603,Tape & Reel (TR),22pF,±5%,50V,C0G
C277503,CC0402FRNPO9BN470,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C277503,59900,0.0053,100,100,https://www.lcsc.com/product-detail/C277503.html,0402,Tape & Reel (TR),47pF,±1%,50V,NP0
C76965,GRM1555C1H331JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/6b32c72259bf90f9d83ead63c5133b1b.pdf?productCode=C76965,59169,0.0117,1,1,https://www.lcsc.com/product-detail/C76965.html,0402,Tape & Reel (TR),330pF,±5%,50V,C0G
C541460,CC0402JRX7R9BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541460,58300,0.0098,100,100,https://www.lcsc.com/product-detail/C541460.html,0402,Tape & Reel (TR),22nF,±5%,50V,X7R
C1518207,GRM1555C1H332JE01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/aea3f6e1dbb7acb09a9bd26bee5e2edc.pdf?productCode=C1518207,57400,0.0277,50,50,https://www.lcsc.com/product-detail/C1518207.html,0402,Tape & Reel (TR),3.3nF,±5%,50V,C0G
C527049,CC0603FRNPO9BN560,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C527049,57350,0.0258,50,50,https://www.lcsc.com/product-detail/C527049.html,0603,Tape & Reel (TR),56pF,±1%,50V,NP0
C113834,CC0805JRNPO9BN821,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C113834,56500,0.0229,50,50,https://www.lcsc.com/product-detail/C113834.html,0805,Tape & Reel (TR),820pF,±5%,50V,NP0
C513648,CC0603FRNPO9BN101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C513648,56400,0.0212,50,50,https://www.lcsc.com/product-detail/C513648.html,0603,Tape & Reel (TR),100pF,±1%,50V,NP0
C107039,CC0603JRNPO9BN152,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C107039,55750,0.0231,50,50,https://www.lcsc.com/product-detail/C107039.html,0603,Tape & Reel (TR),1.5nF,±5%,50V,NP0
