LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C364377,CC1206JRX7R0BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C364377,3820,0.0447,20,20,https://www.lcsc.com/product-detail/C364377.html,1206,Tape & Reel (TR),10nF,±5%,100V,X7R
C2212994,VJ0603A390JXBAC,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/eeb5a217987250da372b0768bba66d9f.pdf?productCode=C2212994,3810,0.1293,5,5,https://www.lcsc.com/product-detail/C2212994.html,0603,Tape & Reel (TR),39pF,±5%,100V,C0G
C2169323,C0603C821J5RACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/2fe6a453435205abf7a26ebf93692f47.pdf?productCode=C2169323,3800,0.0196,50,50,https://www.lcsc.com/product-detail/C2169323.html,0603,Tape & Reel (TR),820pF,±5%,50V,X7R
C2168575,C0603C121J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2168575,3800,0.0130,50,50,https://www.lcsc.com/product-detail/C2168575.html,0603,Tape & Reel (TR),120pF,±5%,50V,C0G
C1854139,CC0805JRNPOZBN220,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C1854139,3800,0.0220,50,50,https://www.lcsc.com/product-detail/C1854139.html,0805,Tape & Reel (TR),22pF,±5%,630V,NP0
C576828,CC0603JRNPOYBN331,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C576828,3800,0.0161,50,50,https://www.lcsc.com/product-detail/C576828.html,0603,Tape & Reel (TR),330pF,±5%,250V,NP0
C576811,CC0603JRNPO0BN821,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C576811,3800,0.0104,100,100,https://www.lcsc.com/product-detail/C576811.html,0603,Tape & Reel (TR),820pF,±5%,100V,NP0
C520078,CC0805JKX7R9BB334,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520078,3800,0.0392,20,20,https://www.lcsc.com/product-detail/C520078.html,0805,Tape & Reel (TR),330nF,±5%,50V,X7R
C519568,CC0603FRNPO9BN111,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519568,3800,0.0234,50,50,https://www.lcsc.com/product-detail/C519568.html,0603,Tape & Reel (TR),110pF,±1%,50V,NP0
C126577,GCM1885C2A151JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/bd94d7e6240e41a097299b96ea1721d5.pdf?productCode=C126577,3800,0.0183,50,50,https://www.lcsc.com/product-detail/C126577.html,0603,Tape & Reel (TR),150pF,±5%,100V,C0G
C3884201,GCM1885C1H512JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/300c98b6742497d97bcd005e38ae6dc4.pdf?productCode=C3884201,3790,0.0575,10,10,https://www.lcsc.com/product-detail/C3884201.html,0603,Tape & Reel (TR),5.1nF,±5%,50V,C0G
C2179493,06035A681FAT2A,Kyocera AVX,,3790,0.0747,10,10,https://www.lcsc.com/product-detail/C2179493.html,0603,Tape & Reel (TR),680pF,±1%,50V,C0G
C1853576,CC0805FRNPO0BN101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C1853576,3780,0.0400,20,20,https://www.lcsc.com/product-detail/C1853576.html,0805,Tape & Reel (TR),100pF,±1%,100V,NP0
C577150,CC1206JRNPO0BN151,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C577150,3780,0.0402,20,20,https://www.lcsc.com/product-detail/C577150.html,1206,Tape & Reel (TR),150pF,±5%,100V,NP0
C113880,CC1206JRNPO0BN471,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C113880,3780,0.0429,20,20,https://www.lcsc.com/product-detail/C113880.html,1206,Tape & Reel (TR),470pF,±5%,100V,NP0
C2987938,GRM2165C1H272FA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/368d4a38ad2e54eda82258271ab4e137.pdf?productCode=C2987938,3775,0.1345,5,5,https://www.lcsc.com/product-detail/C2987938.html,0805,Tape & Reel (TR),2.7nF,±1%,50V,C0G
C2170401,C0603C102J1GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2170401,3770,0.0418,10,10,https://www.lcsc.com/product-detail/C2170401.html,0603,Tape & Reel (TR),1nF,±5%,100V,C0G
C2167429,12065C474JAT2A,Kyocera AVX,,3760,0.0659,10,10,https://www.lcsc.com/product-detail/C2167429.html,1206,Tape & Reel (TR),470nF,±5%,50V,X7R
C2171219,C0805C680F5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2171219,3755,0.1850,5,5,https://www.lcsc.com/product-detail/C2171219.html,0805,Tape & Reel (TR),68pF,±1%,50V,C0G
C22402031,C1206C470J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/ca478561d3172e9ccd486961ecbcbc0c.pdf?productCode=C22402031,3750,0.0559,10,10,https://www.lcsc.com/product-detail/C22402031.html,1206,Tape & Reel (TR),47pF,±5%,50V,C0G
C2241582,AC0603FRNPO9BN101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2241582,3750,0.0413,50,50,https://www.lcsc.com/product-detail/C2241582.html,0603,Tape & Reel (TR),100pF,±1%,50V,NP0
C599667,C0603C121J5GACAUTO,KEMET,https://datasheet.lcsc.com/datasheet/pdf/22ac61f1ba12ee336da4ea4c1bfe7702.pdf?productCode=C599667,3750,0.0128,50,50,https://www.lcsc.com/product-detail/C599667.html,0603,Tape & Reel (TR),120pF,±5%,50V,C0G
C576987,CC0805JRNPOYBN561,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C576987,3750,0.0240,50,50,https://www.lcsc.com/product-detail/C576987.html,0805,Tape & Reel (TR),560pF,±5%,250V,NP0
C576985,CC0805JRNPOYBN221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C576985,3750,0.0214,50,50,https://www.lcsc.com/product-detail/C576985.html,0805,Tape & Reel (TR),220pF,±5%,250V,NP0
C541566,CC0805FRNPO9BN201,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C541566,3750,0.0771,10,10,https://www.lcsc.com/product-detail/C541566.html,0805,Tape & Reel (TR),200pF,±1%,50V,NP0
C408121,GCM1885C2A561JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/85f4a41ef4e34047da8bc0c6c562a4a2.pdf?productCode=C408121,3750,0.0209,50,50,https://www.lcsc.com/product-detail/C408121.html,0603,Tape & Reel (TR),560pF,±5%,100V,C0G
C113816,CC0805JKNPO9BN332,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C113816,3750,0.1039,10,10,https://www.lcsc.com/product-detail/C113816.html,0805,Tape & Reel (TR),3.3nF,±5%,50V,NP0
C22401989,C0603C471J1GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/ca478561d3172e9ccd486961ecbcbc0c.pdf?productCode=C22401989,3740,0.0342,20,20,https://www.lcsc.com/product-detail/C22401989.html,0603,Tape & Reel (TR),470pF,±5%,100V,C0G
C42324899,AC0603JRNPO9BN472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C42324899,3730,0.0943,10,10,https://www.lcsc.com/product-detail/C42324899.html,0603,Tape & Reel (TR),4.7nF,±5%,50V,NP0
C524625,GRM31M5C1H393JA01L,muRata,https://datasheet.lcsc.com/datasheet/pdf/368d4a38ad2e54eda82258271ab4e137.pdf?productCode=C524625,3725,0.1547,5,5,https://www.lcsc.com/product-detail/C524625.html,1206,Tape & Reel (TR),39nF,±5%,50V,C0G
C6565148,GCM188R71H333JA55D,muRata,https://datasheet.lcsc.com/datasheet/pdf/3b0389132886e300991063f1685ac657.pdf?productCode=C6565148,3720,0.0343,20,20,https://www.lcsc.com/product-detail/C6565148.html,0603,Tape & Reel (TR),33nF,±5%,50V,X7R
C2178000,AC1206JRNPO9BN470,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2178000,3720,0.0449,20,20,https://www.lcsc.com/product-detail/C2178000.html,1206,Tape & Reel (TR),47pF,±5%,50V,NP0
C597269,08051A221JAT2A,Kyocera AVX,,3720,0.0338,20,20,https://www.lcsc.com/product-detail/C597269.html,0805,Tape & Reel (TR),220pF,±5%,100V,C0G
C577181,CC1206JRNPOBBN150,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C577181,3720,0.0482,20,20,https://www.lcsc.com/product-detail/C577181.html,1206,Tape & Reel (TR),15pF,±5%,500V,NP0
C519566,CC0603FRNPO9BN681,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519566,3720,0.0337,20,20,https://www.lcsc.com/product-detail/C519566.html,0603,Tape & Reel (TR),680pF,±1%,50V,NP0
C22419147,C0603C103J3GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/ca478561d3172e9ccd486961ecbcbc0c.pdf?productCode=C22419147,3710,0.1108,5,5,https://www.lcsc.com/product-detail/C22419147.html,0603,Tape & Reel (TR),10nF,±5%,25V,C0G
C2172048,C1206C102J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2172048,3710,0.1062,5,5,https://www.lcsc.com/product-detail/C2172048.html,1206,Tape & Reel (TR),1nF,±5%,50V,C0G
C701304,GRM1885C2A100JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/368d4a38ad2e54eda82258271ab4e137.pdf?productCode=C701304,3710,0.0652,10,10,https://www.lcsc.com/product-detail/C701304.html,0603,Tape & Reel (TR),10pF,±5%,100V,C0G
