LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C710654,GCM1555C1H510FA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/5138ed619277df1f8c802a8612e11b42.pdf?productCode=C710654,6650,0.0198,50,50,https://www.lcsc.com/product-detail/C710654.html,0402,Tape & Reel (TR),51pF,±1%,50V,C0G
C2176241,VJ0402A180JXJPW1BC,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/2aafee59dab54d3907d2a47e632f9b66.pdf?productCode=C2176241,6640,0.0565,10,10,https://www.lcsc.com/product-detail/C2176241.html,0402,Tape & Reel (TR),18pF,±5%,16V,C0G
C696375,C1206C106J3RACAUTO,KEMET,https://datasheet.lcsc.com/datasheet/pdf/6aaec868495c7956de095c310d74903f.pdf?productCode=C696375,6600,0.5786,1,1,https://www.lcsc.com/product-detail/C696375.html,1206,Tape & Reel (TR),10uF,±5%,25V,X7R
C605212,AC0603JRX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C605212,6600,0.0288,50,50,https://www.lcsc.com/product-detail/C605212.html,0603,Tape & Reel (TR),10nF,±5%,50V,X7R
C513601,CC0805JRNPO0BN681,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C513601,6600,0.0198,100,100,https://www.lcsc.com/product-detail/C513601.html,0805,Tape & Reel (TR),680pF,±5%,100V,NP0
C126578,GCM1885C2A330JA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/4498e306d6f74da6b2c0c47531691efe.pdf?productCode=C126578,6600,0.0199,50,50,https://www.lcsc.com/product-detail/C126578.html,0603,Tape & Reel (TR),33pF,±5%,100V,C0G
C3852832,GCM1555C1H160FA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/dacc4ed08cda790aaa8cf7ceb20cfa24.pdf?productCode=C3852832,6550,0.0200,50,50,https://www.lcsc.com/product-detail/C3852832.html,0402,Tape & Reel (TR),16pF,±1%,50V,C0G
C527059,CC0603GRNPO8BN681,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C527059,6450,0.0119,50,50,https://www.lcsc.com/product-detail/C527059.html,0603,Tape & Reel (TR),680pF,±2%,25V,NP0
C519562,CC0603FRNPO9BN331,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519562,6450,0.0240,50,50,https://www.lcsc.com/product-detail/C519562.html,0603,Tape & Reel (TR),330pF,±1%,50V,NP0
C519450,CC0603GRNPO9BN120,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519450,6400,0.0129,100,100,https://www.lcsc.com/product-detail/C519450.html,0603,Tape & Reel (TR),12pF,±2%,50V,NP0
C541515,CC0805FRNPO9BN220,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C541515,6380,0.0450,20,20,https://www.lcsc.com/product-detail/C541515.html,0805,Tape & Reel (TR),22pF,±1%,50V,NP0
