LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C519515,CC0603JRX7R9BB151,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519515,100,0.0062,100,100,https://www.lcsc.com/product-detail/C519515.html,0603,Tape & Reel (TR),150pF,±5%,50V,X7R
C519512,CC0603JRX7R7BB471,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519512,100,0.0052,100,100,https://www.lcsc.com/product-detail/C519512.html,0603,Tape & Reel (TR),470pF,±5%,16V,X7R
C519430,CC0603KRX7R7BB273,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519430,2100,0.0057,100,100,https://www.lcsc.com/product-detail/C519430.html,0603,Tape & Reel (TR),27nF,±10%,16V,X7R
C519419,CC0603KRX7R7BB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519419,2900,0.0051,100,100,https://www.lcsc.com/product-detail/C519419.html,0603,Tape & Reel (TR),4.7nF,±10%,16V,X7R
C519411,CC0603KRX7R8BB221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519411,200,0.0071,100,100,https://www.lcsc.com/product-detail/C519411.html,0603,Tape & Reel (TR),220pF,±10%,25V,X7R
C519402,CC0603KRX7R6BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519402,1500,0.0055,100,100,https://www.lcsc.com/product-detail/C519402.html,0603,Tape & Reel (TR),1nF,±10%,10V,X7R
C513632,CC0805KRX7R8BB154,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C513632,150,0.0217,50,50,https://www.lcsc.com/product-detail/C513632.html,0805,Tape & Reel (TR),150nF,±10%,25V,X7R
C327166,CC0402KRX7R6BB273,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C327166,900,0.0023,100,100,https://www.lcsc.com/product-detail/C327166.html,0402,Tape & Reel (TR),27nF,±10%,10V,X7R
C327130,CC1206KKX7R0BB683,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C327130,20,0.0387,20,20,https://www.lcsc.com/product-detail/C327130.html,1206,Tape & Reel (TR),68nF,±10%,100V,X7R
C327095,CC1206KRX7R9BB122,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C327095,180,0.0349,20,20,https://www.lcsc.com/product-detail/C327095.html,1206,Tape & Reel (TR),1.2nF,±10%,50V,X7R
C327094,CC0603KRX7R8BB124,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C327094,1450,0.0119,50,50,https://www.lcsc.com/product-detail/C327094.html,0603,Tape & Reel (TR),120nF,±10%,25V,X7R
C326834,CC0603KRX7R6BB684,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C326834,1300,0.0135,50,50,https://www.lcsc.com/product-detail/C326834.html,0603,Tape & Reel (TR),680nF,±10%,10V,X7R
C326806,CC1206KRX7RABB681,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C326806,650,0.0229,50,50,https://www.lcsc.com/product-detail/C326806.html,1206,Tape & Reel (TR),680pF,±10%,200V,X7R
C326771,CC1206KKX7RBBB681,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C326771,200,0.0188,50,50,https://www.lcsc.com/product-detail/C326771.html,1206,Tape & Reel (TR),680pF,±10%,500V,X7R
C326674,CC1206KRX7RABB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C326674,120,0.0473,20,20,https://www.lcsc.com/product-detail/C326674.html,1206,Tape & Reel (TR),4.7nF,±10%,200V,X7R
C309480,CC0603KRX7R6BB394,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C309480,50,0.0102,50,50,https://www.lcsc.com/product-detail/C309480.html,0603,Tape & Reel (TR),390nF,±10%,10V,X7R
C277511,CC0402KRX7R6BB823,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C277511,800,0.0046,100,100,https://www.lcsc.com/product-detail/C277511.html,0402,Tape & Reel (TR),82nF,±10%,10V,X7R
C156239,CC0805JRX7R0BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C156239,350,0.0254,50,50,https://www.lcsc.com/product-detail/C156239.html,0805,Tape & Reel (TR),1nF,±5%,100V,X7R
C149611,AC0603KRX7R7BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C149611,150,0.0136,50,50,https://www.lcsc.com/product-detail/C149611.html,0603,Tape & Reel (TR),220nF,±10%,16V,X7R
C113865,CC0805KRX7RABB391,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113865,1150,0.0180,50,50,https://www.lcsc.com/product-detail/C113865.html,0805,Tape & Reel (TR),390pF,±10%,200V,X7R
C113861,CC0805KRX7R9BB392,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113861,1900,0.0188,50,50,https://www.lcsc.com/product-detail/C113861.html,0805,Tape & Reel (TR),3.9nF,±10%,50V,X7R
C113852,CC0805KRX7R7BB154,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113852,200,0.0236,20,20,https://www.lcsc.com/product-detail/C113852.html,0805,Tape & Reel (TR),150nF,±10%,16V,X7R
C113846,CC0805KKX7RABB682,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113846,150,0.0223,50,50,https://www.lcsc.com/product-detail/C113846.html,0805,Tape & Reel (TR),6.8nF,±10%,200V,X7R
C107188,CC1206KKX7RBBB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C107188,80,0.0421,20,20,https://www.lcsc.com/product-detail/C107188.html,1206,Tape & Reel (TR),2.2nF,±10%,500V,X7R
C107169,CC0805KRX7RYBB681,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107169,1600,0.0179,50,50,https://www.lcsc.com/product-detail/C107169.html,0805,Tape & Reel (TR),680pF,±10%,250V,X7R
