LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C3834444,GRM31A5C3A471FWA1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/37688b2d41bdbfc5454fe69b3d827969.pdf?productCode=C3834444,3410,0.4486,5,5,https://www.lcsc.com/product-detail/C3834444.html,1206,Tape & Reel (TR),470pF,±1%,1kV,C0G
C597363,08055A180JAT2A,Kyocera AVX,,3400,0.0229,20,20,https://www.lcsc.com/product-detail/C597363.html,0805,Tape & Reel (TR),18pF,±5%,50V,C0G
C576710,CC0402JRX7R7BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C576710,3400,0.0062,100,100,https://www.lcsc.com/product-detail/C576710.html,0402,Tape & Reel (TR),47nF,±5%,16V,X7R
C519918,CC0805JRNPO9BN130,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519918,3400,0.0190,100,100,https://www.lcsc.com/product-detail/C519918.html,0805,Tape & Reel (TR),13pF,±5%,50V,NP0
C519527,CC0603JRX7R9BB152,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519527,3400,0.0105,100,100,https://www.lcsc.com/product-detail/C519527.html,0603,Tape & Reel (TR),1.5nF,±5%,50V,X7R
C440203,GRM31A5C3A680JW01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/d1bd2d621211053dd2f7940c6d90d8ac.pdf?productCode=C440203,3380,0.0565,10,10,https://www.lcsc.com/product-detail/C440203.html,1206,Tape & Reel (TR),68pF,±5%,1kV,C0G
C162444,GRM31A5C2J101JW01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c18795f7c590442ebc6a0f04f526ccd6.pdf?productCode=C162444,3380,0.0765,10,10,https://www.lcsc.com/product-detail/C162444.html,1206,Tape & Reel (TR),100pF,±5%,630V,C0G
C3000824,VJ0805A101JXACW1BC,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/efdf64c27457095a37316a8fc1ad210d.pdf?productCode=C3000824,3360,0.0330,20,20,https://www.lcsc.com/product-detail/C3000824.html,0805,Tape & Reel (TR),100pF,±5%,50V,C0G
C2174671,VJ0603A102FXACW1BC,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/2aafee59dab54d3907d2a47e632f9b66.pdf?productCode=C2174671,3350,0.0849,5,5,https://www.lcsc.com/product-detail/C2174671.html,0603,Tape & Reel (TR),1nF,±1%,50V,C0G
C597160,06035A331JAT2A,Kyocera AVX,,3350,0.0191,50,50,https://www.lcsc.com/product-detail/C597160.html,0603,Tape & Reel (TR),330pF,±5%,50V,C0G
C527268,CC1206JKNPOZBN221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C527268,3350,0.0846,10,10,https://www.lcsc.com/product-detail/C527268.html,1206,Tape & Reel (TR),220pF,±5%,630V,NP0
C527189,CC0805FRNPO9BN820,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C527189,3350,0.0375,50,50,https://www.lcsc.com/product-detail/C527189.html,0805,Tape & Reel (TR),82pF,±1%,50V,NP0
C519454,CC0603GRNPO9BN330,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C519454,3350,0.0136,50,50,https://www.lcsc.com/product-detail/C519454.html,0603,Tape & Reel (TR),33pF,±2%,50V,NP0
C1517830,GCM1885C2A430FA16D,muRata,https://datasheet.lcsc.com/datasheet/pdf/49aece564102ef14a738439ec6b1860f.pdf?productCode=C1517830,3340,0.0590,10,10,https://www.lcsc.com/product-detail/C1517830.html,0603,Tape & Reel (TR),43pF,±1%,100V,C0G
C527190,CC0805FRNPO9BN821,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C527190,3340,0.0534,20,20,https://www.lcsc.com/product-detail/C527190.html,0805,Tape & Reel (TR),820pF,±1%,50V,NP0
C97900,GRM2165C1H272JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f004ecb747bb4ff7949877ed83b7361e.pdf?productCode=C97900,3340,0.0288,20,20,https://www.lcsc.com/product-detail/C97900.html,0805,Tape & Reel (TR),2.7nF,±5%,50V,C0G
C541572,CC0805FRNPO9BN152,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C541572,3335,0.2283,5,5,https://www.lcsc.com/product-detail/C541572.html,0805,Tape & Reel (TR),1.5nF,±1%,50V,NP0
C3882814,GRM1555C1H152GA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/8c7387cfb228088440f30820d962b4db.pdf?productCode=C3882814,3320,0.0401,20,20,https://www.lcsc.com/product-detail/C3882814.html,0402,Tape & Reel (TR),1.5nF,±2%,50V,C0G
C2169832,C0805C200J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2169832,3320,0.0263,20,20,https://www.lcsc.com/product-detail/C2169832.html,0805,Tape & Reel (TR),20pF,±5%,50V,C0G
C2167347,C0603C470J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2167347,3320,0.0342,20,20,https://www.lcsc.com/product-detail/C2167347.html,0603,Tape & Reel (TR),47pF,±5%,50V,C0G
C710945,GRM2195C1H133JA01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/cd7a63b2ecd23cc2d98bc67186439a54.pdf?productCode=C710945,3320,0.0774,10,10,https://www.lcsc.com/product-detail/C710945.html,0805,Tape & Reel (TR),13nF,±5%,50V,C0G
C701198,GRM31A5C3A220JW01D,muRata,https://datasheet.lcsc.com/datasheet/pdf/97fd1607ee9099d02c5bab09e79a624a.pdf?productCode=C701198,3320,0.0514,10,10,https://www.lcsc.com/product-detail/C701198.html,1206,Tape & Reel (TR),22pF,±5%,1kV,C0G
C527297,CC1206JRNPOABN220,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C527297,3320,0.0369,20,20,https://www.lcsc.com/product-detail/C527297.html,1206,Tape & Reel (TR),22pF,±5%,200V,NP0
C3871033,CC1210JKX7R0BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C3871033,3315,0.2619,5,5,https://www.lcsc.com/product-detail/C3871033.html,1210,Tape & Reel (TR),100nF,±5%,100V,X7R
C2170905,C0805C473J5RACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/2fe6a453435205abf7a26ebf93692f47.pdf?productCode=C2170905,3310,0.0405,10,10,https://www.lcsc.com/product-detail/C2170905.html,0805,Tape & Reel (TR),47nF,±5%,50V,X7R
C3843771,CC1206JRNPO0BN562,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C3843771,3300,0.0739,10,10,https://www.lcsc.com/product-detail/C3843771.html,1206,Tape & Reel (TR),5.6nF,±5%,100V,C0G
C2168919,C0805C150J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2168919,3300,0.0207,50,50,https://www.lcsc.com/product-detail/C2168919.html,0805,Tape & Reel (TR),15pF,±5%,50V,C0G
C2168611,C0603C680J5GACTU,KEMET,https://datasheet.lcsc.com/datasheet/pdf/39767117ba5ceac409bdd2bc668d7c59.pdf?productCode=C2168611,3300,0.0088,50,50,https://www.lcsc.com/product-detail/C2168611.html,0603,Tape & Reel (TR),68pF,±5%,50V,C0G
C597122,06033C473JAT2A,Kyocera AVX,,3300,0.0261,20,20,https://www.lcsc.com/product-detail/C597122.html,0603,Tape & Reel (TR),47nF,±5%,25V,X7R
