LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C2178183,AS0805KRX7R0BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f5627b61af9bb3f64838787fe6737e2d.pdf?productCode=C2178183,600,0.0241,50,50,https://www.lcsc.com/product-detail/C2178183.html,0805,Tape & Reel (TR),22nF,±10%,100V,X7R
C2175791,AC0402KPX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2175791,12800,0.0057,100,100,https://www.lcsc.com/product-detail/C2175791.html,0402,Tape & Reel (TR),10nF,±10%,50V,X7R
C2175333,CC1206KKX7R5BB106,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C2175333,1370,0.1322,10,10,https://www.lcsc.com/product-detail/C2175333.html,1206,Tape & Reel (TR),10uF,±10%,6.3V,X7R
C2174642,AS0805KKX7R0BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f5627b61af9bb3f64838787fe6737e2d.pdf?productCode=C2174642,2960,0.0804,10,10,https://www.lcsc.com/product-detail/C2174642.html,0805,Tape & Reel (TR),100nF,±10%,100V,X7R
C2172210,AC1206KKX7R7BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2172210,1375,0.1051,5,5,https://www.lcsc.com/product-detail/C2172210.html,1206,Tape & Reel (TR),1uF,±10%,16V,X7R
C1853443,CC0805KKX7RBBB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C1853443,5080,0.0438,20,20,https://www.lcsc.com/product-detail/C1853443.html,0805,Tape & Reel (TR),22nF,±10%,500V,X7R
C1852967,CC0805KRX7R6BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C1852967,9580,0.0285,20,20,https://www.lcsc.com/product-detail/C1852967.html,0805,Tape & Reel (TR),100nF,±10%,10V,X7R
C914880,CC0603KRX7R5BB225,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C914880,4900,0.0399,50,50,https://www.lcsc.com/product-detail/C914880.html,0603,Tape & Reel (TR),2.2uF,±10%,6.3V,X7R
C726606,AC1206KKX7R9BB225,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726606,1615,0.1616,5,5,https://www.lcsc.com/product-detail/C726606.html,1206,Tape & Reel (TR),2.2uF,±10%,50V,X7R
C726585,AC0805KKX7R9BB334,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726585,2880,0.0822,10,10,https://www.lcsc.com/product-detail/C726585.html,0805,Tape & Reel (TR),330nF,±10%,50V,X7R
C605212,AC0603JRX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C605212,6600,0.0288,50,50,https://www.lcsc.com/product-detail/C605212.html,0603,Tape & Reel (TR),10nF,±5%,50V,X7R
C577283,CC1210KKX7RCBB332,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C577283,1100,0.2626,5,5,https://www.lcsc.com/product-detail/C577283.html,1210,Tape & Reel (TR),3.3nF,±10%,1kV,X7R
C577234,CC1206KRX7R0BB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C577234,4360,0.0420,20,20,https://www.lcsc.com/product-detail/C577234.html,1206,Tape & Reel (TR),4.7nF,±10%,100V,X7R
C577220,CC1206KKX7R9BB184,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C577220,2820,0.0299,20,20,https://www.lcsc.com/product-detail/C577220.html,1206,Tape & Reel (TR),180nF,±10%,50V,X7R
C577143,CC1206JKX7R8BB225,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C577143,1070,0.0555,10,10,https://www.lcsc.com/product-detail/C577143.html,1206,Tape & Reel (TR),2.2uF,±5%,25V,X7R
C577135,CC1206JKNPOZBN220,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C577135,4200,0.0308,50,50,https://www.lcsc.com/product-detail/C577135.html,1206,Tape & Reel (TR),22pF,±5%,630V,C0G;NP0
C576854,CC0603KRX7R0BB682,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C576854,12550,0.0170,50,50,https://www.lcsc.com/product-detail/C576854.html,0603,Tape & Reel (TR),6.8nF,±10%,100V,X7R
C576739,CC0402KRX7R9BB123,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C576739,19800,0.0038,100,100,https://www.lcsc.com/product-detail/C576739.html,0402,Tape & Reel (TR),12nF,±10%,50V,X7R
C541545,CC1206JRX7R9BB823,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541545,2460,0.0484,20,20,https://www.lcsc.com/product-detail/C541545.html,1206,Tape & Reel (TR),82nF,±5%,50V,X7R
C541485,CC1206KRX7R9BB561,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541485,500,0.0236,20,20,https://www.lcsc.com/product-detail/C541485.html,1206,Tape & Reel (TR),560pF,±10%,50V,X7R
C541459,CC0402JRX7R7BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541459,25800,0.0051,100,100,https://www.lcsc.com/product-detail/C541459.html,0402,Tape & Reel (TR),22nF,±5%,16V,X7R
C541457,CC0402JRX7R9BB822,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541457,28000,0.0062,100,100,https://www.lcsc.com/product-detail/C541457.html,0402,Tape & Reel (TR),8.2nF,±5%,50V,X7R
C541443,CC0402JRX7R8BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541443,20400,0.0030,100,100,https://www.lcsc.com/product-detail/C541443.html,0402,Tape & Reel (TR),10nF,±5%,25V,X7R
C541386,CC0402KRX7R8BB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541386,25800,0.0035,100,100,https://www.lcsc.com/product-detail/C541386.html,0402,Tape & Reel (TR),2.2nF,±10%,25V,X7R
C541376,CC0402KRX7R7BB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541376,26400,0.0040,100,100,https://www.lcsc.com/product-detail/C541376.html,0402,Tape & Reel (TR),2.2nF,±10%,16V,X7R
C541372,CC0402KRX7R8BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541372,3500,0.0027,100,100,https://www.lcsc.com/product-detail/C541372.html,0402,Tape & Reel (TR),1nF,±10%,25V,X7R
C527377,CC1210KKX7RABB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C527377,1520,0.1281,5,5,https://www.lcsc.com/product-detail/C527377.html,1210,Tape & Reel (TR),22nF,±10%,200V,X7R
C527357,CC1206KRX7R9BB393,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C527357,200,0.0297,20,20,https://www.lcsc.com/product-detail/C527357.html,1206,Tape & Reel (TR),39nF,±10%,50V,X7R
C527350,CC1206KRX7R8BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C527350,3200,0.0450,20,20,https://www.lcsc.com/product-detail/C527350.html,1206,Tape & Reel (TR),470nF,±10%,25V,X7R
C527335,CC1206KKX7RDBB152,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C527335,2860,0.0777,10,10,https://www.lcsc.com/product-detail/C527335.html,1206,Tape & Reel (TR),1.5nF,±10%,2kV,X7R
C527313,CC1206JRX7R0BB153,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C527313,2960,0.0439,20,20,https://www.lcsc.com/product-detail/C527313.html,1206,Tape & Reel (TR),15nF,±5%,100V,X7R
C527276,CC1206JKX7RBBB681,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C527276,2940,0.0372,20,20,https://www.lcsc.com/product-detail/C527276.html,1206,Tape & Reel (TR),680pF,±5%,500V,X7R
C520043,CC0805JRX7R9BB333,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520043,5100,0.0227,50,50,https://www.lcsc.com/product-detail/C520043.html,0805,Tape & Reel (TR),33nF,±5%,50V,X7R
C520022,CC0805JRX7R9BB202,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520022,7750,0.0246,50,50,https://www.lcsc.com/product-detail/C520022.html,0805,Tape & Reel (TR),2nF,±5%,50V,X7R
C520020,CC0805JRX7R9BB122,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520020,7050,0.0194,50,50,https://www.lcsc.com/product-detail/C520020.html,0805,Tape & Reel (TR),1.2nF,±5%,50V,X7R
C520012,CC0805JRX7R9BB332,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520012,6000,0.0181,50,50,https://www.lcsc.com/product-detail/C520012.html,0805,Tape & Reel (TR),3.3nF,±5%,50V,X7R
C519909,CC0805KRX7R7BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519909,19000,0.0098,100,100,https://www.lcsc.com/product-detail/C519909.html,0805,Tape & Reel (TR),10nF,±10%,16V,X7R
C519576,CC0603JRX7R8BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519576,5250,0.0300,50,50,https://www.lcsc.com/product-detail/C519576.html,0603,Tape & Reel (TR),470nF,±5%,25V,X7R
C519558,CC0603JRX7R7BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519558,3820,0.0308,20,20,https://www.lcsc.com/product-detail/C519558.html,0603,Tape & Reel (TR),470nF,±5%,16V,X7R
C519413,CC0603KRX7R8BB471,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519413,14700,0.0082,100,100,https://www.lcsc.com/product-detail/C519413.html,0603,Tape & Reel (TR),470pF,±10%,25V,X7R
C513578,CC0805JRX7R9BB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C513578,14100,0.0236,50,50,https://www.lcsc.com/product-detail/C513578.html,0805,Tape & Reel (TR),2.2nF,±5%,50V,X7R
C364377,CC1206JRX7R0BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C364377,3820,0.0447,20,20,https://www.lcsc.com/product-detail/C364377.html,1206,Tape & Reel (TR),10nF,±5%,100V,X7R
C327148,CC0805KRX7R7BB184,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C327148,6550,0.0216,50,50,https://www.lcsc.com/product-detail/C327148.html,0805,Tape & Reel (TR),180nF,±10%,16V,X7R
C326967,CC0805KKX7RABB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C326967,11550,0.0194,50,50,https://www.lcsc.com/product-detail/C326967.html,0805,Tape & Reel (TR),22nF,±10%,200V,X7R
C326676,CC1206KRX7RABB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C326676,4200,0.0426,50,50,https://www.lcsc.com/product-detail/C326676.html,1206,Tape & Reel (TR),2.2nF,±10%,200V,X7R
C309493,CC0805KRX7R9BB393,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C309493,12200,0.0168,100,100,https://www.lcsc.com/product-detail/C309493.html,0805,Tape & Reel (TR),39nF,±10%,50V,X7R
C281751,CC0402KRX7R9BB101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C281751,7900,0.0039,100,100,https://www.lcsc.com/product-detail/C281751.html,0402,Tape & Reel (TR),100pF,±10%,50V,X7R
C277524,CC0805KRX7R9BB182,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C277524,9200,0.0181,50,50,https://www.lcsc.com/product-detail/C277524.html,0805,Tape & Reel (TR),1.8nF,±10%,50V,X7R
C113900,CC1206KKX7RYBB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113900,2480,0.0694,20,20,https://www.lcsc.com/product-detail/C113900.html,1206,Tape & Reel (TR),47nF,±10%,250V,X7R
C113858,CC0805KRX7R9BB271,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113858,11200,0.0225,50,50,https://www.lcsc.com/product-detail/C113858.html,0805,Tape & Reel (TR),270pF,±10%,50V,X7R
C113845,CC0805KKX7R9BB274,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113845,5450,0.0285,50,50,https://www.lcsc.com/product-detail/C113845.html,0805,Tape & Reel (TR),270nF,±10%,50V,X7R
C109474,CC0603JRX7R7BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C109474,7770,0.1773,10,10,https://www.lcsc.com/product-detail/C109474.html,0603,Tape & Reel (TR),100nF,±5%,16V,X7R
C107205,CC1206KRX7R0BB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107205,4420,0.0404,20,20,https://www.lcsc.com/product-detail/C107205.html,1206,Tape & Reel (TR),2.2nF,±10%,100V,X7R
C107203,CC1206KRX7R0BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107203,3620,0.0465,20,20,https://www.lcsc.com/product-detail/C107203.html,1206,Tape & Reel (TR),1nF,±10%,100V,X7R
C107063,CC0603KRX7R6BB124,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107063,9350,0.0161,50,50,https://www.lcsc.com/product-detail/C107063.html,0603,Tape & Reel (TR),120nF,±10%,10V,X7R
C107061,CC0603KRX7R0BB221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107061,15900,0.0186,50,50,https://www.lcsc.com/product-detail/C107061.html,0603,Tape & Reel (TR),220pF,±10%,100V,X7R
C20141854,AC0402KRX7R8BB562,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C20141854,8400,0.0027,100,100,https://www.lcsc.com/product-detail/C20141854.html,0402,Tape & Reel (TR),5.6nF,±10%,25V,X7R
C3907598,AC1206JKNPOCBN470,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3907598,1475,0.1144,5,5,https://www.lcsc.com/product-detail/C3907598.html,1206,Tape & Reel (TR),47pF,±5%,1kV,C0G
C3898298,AC1206JRNPO9BN220,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3898298,3420,0.0452,20,20,https://www.lcsc.com/product-detail/C3898298.html,1206,Tape & Reel (TR),22pF,±5%,50V,C0G
C3871624,AC1206JRNPOBBN681,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3871624,2880,0.0353,20,20,https://www.lcsc.com/product-detail/C3871624.html,1206,Tape & Reel (TR),680pF,±5%,500V,C0G
C3852421,AQ0402JRNPO9BN101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/554394cdb49ab1592d57c9c64b59a574.pdf?productCode=C3852421,3550,0.0194,50,50,https://www.lcsc.com/product-detail/C3852421.html,0402,Tape & Reel (TR),100pF,±5%,50V,C0G
C3834562,CC1206KKX7RBBB562,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C3834562,3780,0.0424,20,20,https://www.lcsc.com/product-detail/C3834562.html,1206,Tape & Reel (TR),5.6nF,±10%,500V,X7R
C3832875,AC0805JRNPOYBN471,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3832875,4000,0.0378,20,20,https://www.lcsc.com/product-detail/C3832875.html,0805,Tape & Reel (TR),470pF,±5%,250V,C0G
C2267170,CS1206KKX7R0BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f8940f98c49a1f93ae92411500443b06.pdf?productCode=C2267170,275,0.1489,5,5,https://www.lcsc.com/product-detail/C2267170.html,1206,Tape & Reel (TR),1uF,±10%,100V,X7R
C2214117,AC0805KKX7R0BB333,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2214117,2620,0.0282,20,20,https://www.lcsc.com/product-detail/C2214117.html,0805,Tape & Reel (TR),33nF,±10%,100V,X7R
C2185402,AC0402KRX7R9BB271,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2185402,8000,0.0026,100,100,https://www.lcsc.com/product-detail/C2185402.html,0402,Tape & Reel (TR),270pF,±10%,50V,X7R
C2180991,CC1206KRX7R7BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C2180991,3000,0.0177,50,50,https://www.lcsc.com/product-detail/C2180991.html,1206,Tape & Reel (TR),100nF,±10%,16V,X7R
C2173665,AC1206KKX7R9BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2173665,1490,0.1328,5,5,https://www.lcsc.com/product-detail/C2173665.html,1206,Tape & Reel (TR),470nF,±10%,50V,X7R
C2173292,CS1206KRX7R9BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f8940f98c49a1f93ae92411500443b06.pdf?productCode=C2173292,3380,0.0325,20,20,https://www.lcsc.com/product-detail/C2173292.html,1206,Tape & Reel (TR),1nF,±10%,50V,X7R
C2173175,AC1210KKX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2173175,780,0.1848,5,5,https://www.lcsc.com/product-detail/C2173175.html,1210,Tape & Reel (TR),100nF,±10%,50V,X7R
C2169189,AC0805KRX7R8BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2169189,4000,0.0280,20,20,https://www.lcsc.com/product-detail/C2169189.html,0805,Tape & Reel (TR),10nF,±10%,25V,X7R
C1854190,CC1206KPX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C1854190,20,0.0270,20,20,https://www.lcsc.com/product-detail/C1854190.html,1206,Tape & Reel (TR),100nF,±10%,50V,X7R
C1854118,CC0805KRX7R5BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C1854118,7050,0.0180,50,50,https://www.lcsc.com/product-detail/C1854118.html,0805,Tape & Reel (TR),100nF,±10%,6.3V,X7R
C1853626,AC1206KKX7R9BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C1853626,920,0.1751,5,5,https://www.lcsc.com/product-detail/C1853626.html,1206,Tape & Reel (TR),1uF,±10%,50V,X7R
