LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C277502,AC0805KRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C277502,176480,0.0404,20,20,https://www.lcsc.com/product-detail/C277502.html,0805,Tape & Reel (TR),100nF,±10%,50V,X7R
C277500,AC0402KRX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C277500,351400,0.0073,100,100,https://www.lcsc.com/product-detail/C277500.html,0402,Tape & Reel (TR),10nF,±10%,50V,X7R
C277499,CC0805KKX7R7BB475,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C277499,177155,0.1291,5,5,https://www.lcsc.com/product-detail/C277499.html,0805,Tape & Reel (TR),4.7uF,±10%,16V,X7R
C277475,AC0603KRX7R9BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C277475,222800,0.0154,50,50,https://www.lcsc.com/product-detail/C277475.html,0603,Tape & Reel (TR),1nF,±10%,50V,X7R
C274377,CC1206KRX7R9BB334,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C274377,123500,0.0403,20,20,https://www.lcsc.com/product-detail/C274377.html,1206,Tape & Reel (TR),330nF,±10%,50V,X7R
C272879,AC0402KRX7R7BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C272879,332600,0.0110,100,100,https://www.lcsc.com/product-detail/C272879.html,0402,Tape & Reel (TR),100nF,±10%,16V,X7R
C113804,CC0603KRX7R0BB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113804,194200,0.0149,50,50,https://www.lcsc.com/product-detail/C113804.html,0603,Tape & Reel (TR),2.2nF,±10%,100V,X7R
C107186,CC1206KKX7R9BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107186,119680,0.0509,20,20,https://www.lcsc.com/product-detail/C107186.html,1206,Tape & Reel (TR),220nF,±10%,50V,X7R
C107143,CC0805KRX7R9BB153,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107143,178800,0.0166,100,100,https://www.lcsc.com/product-detail/C107143.html,0805,Tape & Reel (TR),15nF,±10%,50V,X7R
C107137,CC0805KRX7R0BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107137,161100,0.0210,50,50,https://www.lcsc.com/product-detail/C107137.html,0805,Tape & Reel (TR),22nF,±10%,100V,X7R
C107136,CC0805KRX7R0BB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107136,172300,0.0204,100,100,https://www.lcsc.com/product-detail/C107136.html,0805,Tape & Reel (TR),2.2nF,±10%,100V,X7R
C107132,CC0805KKX7R9BB334,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107132,431900,0.0356,20,20,https://www.lcsc.com/product-detail/C107132.html,0805,Tape & Reel (TR),330nF,±10%,50V,X7R
C107096,CC0603KRX7R9BB681,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107096,438500,0.0080,100,100,https://www.lcsc.com/product-detail/C107096.html,0603,Tape & Reel (TR),680pF,±10%,50V,X7R
C107091,CC0603KRX7R9BB393,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107091,229200,0.0080,100,100,https://www.lcsc.com/product-detail/C107091.html,0603,Tape & Reel (TR),39nF,±10%,50V,X7R
C107028,CC0402KRX7R9BB332,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107028,676400,0.0037,100,100,https://www.lcsc.com/product-detail/C107028.html,0402,Tape & Reel (TR),3.3nF,±10%,50V,X7R
C107025,CC0402KRX7R9BB221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107025,1274200,0.0052,100,100,https://www.lcsc.com/product-detail/C107025.html,0402,Tape & Reel (TR),220pF,±10%,50V,X7R
C107022,CC0402KRX7R9BB152,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107022,651000,0.0033,100,100,https://www.lcsc.com/product-detail/C107022.html,0402,Tape & Reel (TR),1.5nF,±10%,50V,X7R
C106862,CC0402KRX7R9BB333,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106862,764500,0.0047,100,100,https://www.lcsc.com/product-detail/C106862.html,0402,Tape & Reel (TR),33nF,±10%,50V,X7R
C106851,CC0603KRX7R7BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106851,276800,0.0252,50,50,https://www.lcsc.com/product-detail/C106851.html,0603,Tape & Reel (TR),470nF,±10%,16V,X7R
C106244,CC0805KRX7R0BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106244,175450,0.0230,50,50,https://www.lcsc.com/product-detail/C106244.html,0805,Tape & Reel (TR),1nF,±10%,100V,X7R
C106243,CC0805KKX7R0BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106243,638740,0.0385,20,20,https://www.lcsc.com/product-detail/C106243.html,0805,Tape & Reel (TR),100nF,±10%,100V,X7R
C106207,CC0402KRX7R9BB471,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106207,776100,0.0056,100,100,https://www.lcsc.com/product-detail/C106207.html,0402,Tape & Reel (TR),470pF,±10%,50V,X7R
C96090,CC0603KRX7R9BB152,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C96090,1109000,0.0078,100,100,https://www.lcsc.com/product-detail/C96090.html,0603,Tape & Reel (TR),1.5nF,±10%,50V,X7R
C115052,CC0603KRX7R0BB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C115052,216850,0.0170,50,50,https://www.lcsc.com/product-detail/C115052.html,0603,Tape & Reel (TR),4.7nF,±10%,100V,X7R
C107193,CC1206KKX7RCBB221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C107193,143700,0.0370,20,20,https://www.lcsc.com/product-detail/C107193.html,1206,Tape & Reel (TR),220pF,±10%,1kV,X7R
C107138,CC0805KRX7R0BB471,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107138,154800,0.0239,50,50,https://www.lcsc.com/product-detail/C107138.html,0805,Tape & Reel (TR),470pF,±10%,100V,X7R
C107126,CC0805KKX7R0BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107126,140800,0.0330,50,50,https://www.lcsc.com/product-detail/C107126.html,0805,Tape & Reel (TR),47nF,±10%,100V,X7R
C107073,CC0603KRX7R9BB122,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107073,164500,0.0084,100,100,https://www.lcsc.com/product-detail/C107073.html,0603,Tape & Reel (TR),1.2nF,±10%,50V,X7R
C107070,CC0603KRX7R8BB334,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107070,131650,0.0237,50,50,https://www.lcsc.com/product-detail/C107070.html,0603,Tape & Reel (TR),330nF,±10%,25V,X7R
C93654,CC0402KRX7R9BB682,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C93654,523400,0.0032,100,100,https://www.lcsc.com/product-detail/C93654.html,0402,Tape & Reel (TR),6.8nF,±10%,50V,X7R
C1853551,CC0805JKX7R0BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C1853551,113340,0.0483,20,20,https://www.lcsc.com/product-detail/C1853551.html,0805,Tape & Reel (TR),100nF,±5%,100V,X7R
C541464,CC0402JRX7R7BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C541464,336900,0.0142,100,100,https://www.lcsc.com/product-detail/C541464.html,0402,Tape & Reel (TR),100nF,±5%,16V,X7R
C327162,CC0603JRX7R9BB333,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C327162,148100,0.0092,100,100,https://www.lcsc.com/product-detail/C327162.html,0603,Tape & Reel (TR),33nF,±5%,50V,X7R
C107198,CC1206KKX7RCBB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C107198,104350,0.0335,50,50,https://www.lcsc.com/product-detail/C107198.html,1206,Tape & Reel (TR),4.7nF,±10%,1kV,X7R
C107194,CC1206KKX7RCBB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/c80aa9d6d623c8089b38c7196affeabf.pdf?productCode=C107194,68140,0.0496,20,20,https://www.lcsc.com/product-detail/C107194.html,1206,Tape & Reel (TR),2.2nF,±10%,1kV,X7R
C107080,CC0603KRX7R9BB201,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107080,177500,0.0131,100,100,https://www.lcsc.com/product-detail/C107080.html,0603,Tape & Reel (TR),200pF,±10%,50V,X7R
C107024,CC0402KRX7R9BB182,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107024,313700,0.0100,100,100,https://www.lcsc.com/product-detail/C107024.html,0402,Tape & Reel (TR),1.8nF,±10%,50V,X7R
C914769,CC0603KRX7R7BB225,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C914769,104880,0.1382,10,10,https://www.lcsc.com/product-detail/C914769.html,0603,Tape & Reel (TR),2.2uF,±10%,16V,X7R
