LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C2168507,AS1210KKX7R9BB475,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f5627b61af9bb3f64838787fe6737e2d.pdf?productCode=C2168507,210,0.4291,5,5,https://www.lcsc.com/product-detail/C2168507.html,1210,Tape & Reel (TR),4.7uF,±10%,50V,X7R
C1855388,CS0805KRX7RCBB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f8940f98c49a1f93ae92411500443b06.pdf?productCode=C1855388,430,0.0687,10,10,https://www.lcsc.com/product-detail/C1855388.html,0805,Tape & Reel (TR),1nF,±10%,1kV,X7R
C1854493,CC0805JRX7RABB152,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C1854493,3950,0.0226,50,50,https://www.lcsc.com/product-detail/C1854493.html,0805,Tape & Reel (TR),1.5nF,±5%,200V,X7R
C1854329,CC1206JKX7RCBB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C1854329,1460,0.0429,20,20,https://www.lcsc.com/product-detail/C1854329.html,1206,Tape & Reel (TR),10nF,±5%,1kV,X7R
C1854166,CC0805KRX7R9BB622,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C1854166,3900,0.0158,50,50,https://www.lcsc.com/product-detail/C1854166.html,0805,Tape & Reel (TR),6.2nF,±10%,50V,X7R
C1854109,CC0805KRX7R8BB101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C1854109,3600,0.0121,100,100,https://www.lcsc.com/product-detail/C1854109.html,0805,Tape & Reel (TR),100pF,±10%,25V,X7R
C1853786,CC0603JPX7R9BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C1853786,650,0.0115,50,50,https://www.lcsc.com/product-detail/C1853786.html,0603,Tape & Reel (TR),1nF,±5%,50V,X7R
C1853648,AC0603KRX7R8BB184,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C1853648,2550,0.0186,50,50,https://www.lcsc.com/product-detail/C1853648.html,0603,Tape & Reel (TR),180nF,±10%,25V,X7R
C1853238,AC0603JRX7R0BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C1853238,4750,0.0243,50,50,https://www.lcsc.com/product-detail/C1853238.html,0603,Tape & Reel (TR),10nF,±5%,100V,X7R
C1853055,AC0603JRX7R8BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C1853055,600,0.0111,50,50,https://www.lcsc.com/product-detail/C1853055.html,0603,Tape & Reel (TR),10nF,±5%,25V,X7R
C1853022,CC0603JRX7R7BB684,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C1853022,2150,0.0182,50,50,https://www.lcsc.com/product-detail/C1853022.html,0603,Tape & Reel (TR),680nF,±5%,16V,X7R
C726636,CS0603KRX7R9BB153,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f8940f98c49a1f93ae92411500443b06.pdf?productCode=C726636,3500,0.0086,50,50,https://www.lcsc.com/product-detail/C726636.html,0603,Tape & Reel (TR),15nF,±10%,50V,X7R
C726625,CC0805KRX7RYBB122,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C726625,2350,0.0211,50,50,https://www.lcsc.com/product-detail/C726625.html,0805,Tape & Reel (TR),1.2nF,±10%,250V,X7R
C726609,AC1206KRX7R9BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726609,100,0.0297,20,20,https://www.lcsc.com/product-detail/C726609.html,1206,Tape & Reel (TR),47nF,±10%,50V,X7R
C726603,AC1206KKX7R0BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726603,25,0.1388,5,5,https://www.lcsc.com/product-detail/C726603.html,1206,Tape & Reel (TR),470nF,±10%,100V,X7R
C726593,AC0805KRX7R9BB152,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726593,1550,0.0162,50,50,https://www.lcsc.com/product-detail/C726593.html,0805,Tape & Reel (TR),1.5nF,±10%,50V,X7R
C726591,AC0805KRX7R8BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726591,100,0.0234,50,50,https://www.lcsc.com/product-detail/C726591.html,0805,Tape & Reel (TR),100nF,±10%,25V,X7R
C726590,AC0805KRX7R0BB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726590,2650,0.0299,50,50,https://www.lcsc.com/product-detail/C726590.html,0805,Tape & Reel (TR),4.7nF,±10%,100V,X7R
C726583,AC0805KKX7R8BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726583,800,0.0214,50,50,https://www.lcsc.com/product-detail/C726583.html,0805,Tape & Reel (TR),470nF,±10%,25V,X7R
C726566,AC0603KRX7R9BB273,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726566,2700,0.0107,100,100,https://www.lcsc.com/product-detail/C726566.html,0603,Tape & Reel (TR),27nF,±10%,50V,X7R
C726563,AC0603KRX7R9BB153,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726563,3250,0.0138,50,50,https://www.lcsc.com/product-detail/C726563.html,0603,Tape & Reel (TR),15nF,±10%,50V,X7R
C726558,AC0603KRX7R8BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726558,900,0.0142,100,100,https://www.lcsc.com/product-detail/C726558.html,0603,Tape & Reel (TR),1nF,±10%,25V,X7R
C726557,AC0603KRX7R7BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726557,4750,0.0156,50,50,https://www.lcsc.com/product-detail/C726557.html,0603,Tape & Reel (TR),470nF,±10%,16V,X7R
C726555,AC0603KRX7R7BB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726555,4000,0.0105,100,100,https://www.lcsc.com/product-detail/C726555.html,0603,Tape & Reel (TR),2.2nF,±10%,16V,X7R
C726553,AC0603KRX7R0BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726553,2700,0.0184,50,50,https://www.lcsc.com/product-detail/C726553.html,0603,Tape & Reel (TR),22nF,±10%,100V,X7R
C726529,AC0402KRX7R9BB681,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726529,11900,0.0073,100,100,https://www.lcsc.com/product-detail/C726529.html,0402,Tape & Reel (TR),680pF,±10%,50V,X7R
C726527,AC0402KRX7R9BB331,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726527,6100,0.0043,100,100,https://www.lcsc.com/product-detail/C726527.html,0402,Tape & Reel (TR),330pF,±10%,50V,X7R
C726521,AC0402KRX7R8BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726521,2200,0.0051,100,100,https://www.lcsc.com/product-detail/C726521.html,0402,Tape & Reel (TR),10nF,±10%,25V,X7R
C726517,AC0402KRX7R7BB333,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726517,6200,0.0042,100,100,https://www.lcsc.com/product-detail/C726517.html,0402,Tape & Reel (TR),33nF,±10%,16V,X7R
