LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient,Operating Temperature
C527325,CC1206JRX7R9BB682,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C527325,3100,0.0472,20,20,https://www.lcsc.com/product-detail/C527325.html,1206,Tape & Reel (TR),6.8nF,±5%,50V,X7R,
C527236,CC0805KRX7RYBB391,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C527236,3350,0.0126,50,50,https://www.lcsc.com/product-detail/C527236.html,0805,Tape & Reel (TR),390pF,±10%,250V,X7R,
C520082,CC0805JRX7R7BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520082,2200,0.0188,50,50,https://www.lcsc.com/product-detail/C520082.html,0805,Tape & Reel (TR),100nF,±5%,16V,X7R,
C520078,CC0805JKX7R9BB334,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520078,3800,0.0392,20,20,https://www.lcsc.com/product-detail/C520078.html,0805,Tape & Reel (TR),330nF,±5%,50V,X7R,
C520044,CC0805JRX7R9BB393,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520044,7700,0.0226,50,50,https://www.lcsc.com/product-detail/C520044.html,0805,Tape & Reel (TR),39nF,±5%,50V,X7R,
C520039,CC0805JRX7R8BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520039,4700,0.0208,50,50,https://www.lcsc.com/product-detail/C520039.html,0805,Tape & Reel (TR),47nF,±5%,25V,X7R,
C520037,CC0805JRX7R8BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C520037,4000,0.0238,50,50,https://www.lcsc.com/product-detail/C520037.html,0805,Tape & Reel (TR),22nF,±5%,25V,X7R,
C519574,CC0603JRX7R8BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519574,7300,0.0358,20,20,https://www.lcsc.com/product-detail/C519574.html,0603,Tape & Reel (TR),220nF,±5%,25V,X7R,
C519559,CC0603JRX7R6BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519559,2750,0.0232,50,50,https://www.lcsc.com/product-detail/C519559.html,0603,Tape & Reel (TR),1uF,±5%,10V,X7R,
C519556,CC0603JRX7R7BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519556,300,0.0194,50,50,https://www.lcsc.com/product-detail/C519556.html,0603,Tape & Reel (TR),220nF,±5%,16V,X7R,
C519551,CC0603JRX7R9BB183,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519551,300,0.0130,100,100,https://www.lcsc.com/product-detail/C519551.html,0603,Tape & Reel (TR),18nF,±5%,50V,X7R,
C519531,CC0603JRX7R9BB562,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519531,7100,0.0108,100,100,https://www.lcsc.com/product-detail/C519531.html,0603,Tape & Reel (TR),5.6nF,±5%,50V,X7R,
C519444,CC0603KRX7R9BB124,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519444,1650,0.0128,50,50,https://www.lcsc.com/product-detail/C519444.html,0603,Tape & Reel (TR),120nF,±10%,50V,X7R,
C519440,CC0603KRX7R6BB184,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519440,4050,0.0140,50,50,https://www.lcsc.com/product-detail/C519440.html,0603,Tape & Reel (TR),180nF,±10%,10V,X7R,
C519429,CC0603KRX7R7BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519429,9150,0.0154,50,50,https://www.lcsc.com/product-detail/C519429.html,0603,Tape & Reel (TR),22nF,±10%,16V,X7R,
C519418,CC0603KRX7R7BB332,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519418,11800,0.0077,100,100,https://www.lcsc.com/product-detail/C519418.html,0603,Tape & Reel (TR),3.3nF,±10%,16V,X7R,
C519410,CC0603KRX7R8BB101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519410,5000,0.0105,50,50,https://www.lcsc.com/product-detail/C519410.html,0603,Tape & Reel (TR),100pF,±10%,25V,X7R,
C519409,CC0603KRX7R7BB471,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519409,9600,0.0066,100,100,https://www.lcsc.com/product-detail/C519409.html,0603,Tape & Reel (TR),470pF,±10%,16V,X7R,
C519407,CC0603KRX7R7BB101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519407,13000,0.0106,100,100,https://www.lcsc.com/product-detail/C519407.html,0603,Tape & Reel (TR),100pF,±10%,16V,X7R,
C513590,CC1206KKX7RCBB821,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C513590,2860,0.0540,20,20,https://www.lcsc.com/product-detail/C513590.html,1206,Tape & Reel (TR),820pF,±10%,1kV,X7R,
