LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C14663,CC0603KRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C14663,6807250,0.0175,50,50,https://www.lcsc.com/product-detail/C14663.html,0603,Tape & Reel (TR),100nF,±10%,50V,X7R
C49678,CC0805KRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C49678,2094500,0.0234,20,20,https://www.lcsc.com/product-detail/C49678.html,0805,Tape & Reel (TR),100nF,±10%,50V,X7R
C131394,CC0402KRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C131394,5700800,0.0115,50,50,https://www.lcsc.com/product-detail/C131394.html,0402,Tape & Reel (TR),100nF,±10%,50V,X7R
C577211,CC1206KKX7R0BB225,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C577211,584435,0.2606,5,5,https://www.lcsc.com/product-detail/C577211.html,1206,Tape & Reel (TR),2.2uF,±10%,100V,X7R
C60474,CC0402KRX7R7BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C60474,4354500,0.0057,100,100,https://www.lcsc.com/product-detail/C60474.html,0402,Tape & Reel (TR),100nF,±10%,16V,X7R
C100040,CC0603KRX7R9BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C100040,1751300,0.0134,50,50,https://www.lcsc.com/product-detail/C100040.html,0603,Tape & Reel (TR),1nF,±10%,50V,X7R
C100042,CC0603KRX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C100042,3509000,0.0141,50,50,https://www.lcsc.com/product-detail/C100042.html,0603,Tape & Reel (TR),10nF,±10%,50V,X7R
C559769,CC0603KRX7R9BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C559769,219020,0.0745,20,20,https://www.lcsc.com/product-detail/C559769.html,0603,Tape & Reel (TR),1uF,±10%,50V,X7R
C113803,CC0603KRX7R0BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113803,983300,0.0263,50,50,https://www.lcsc.com/product-detail/C113803.html,0603,Tape & Reel (TR),100nF,±10%,100V,X7R
C83170,CC0805KRX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C83170,352550,0.0159,50,50,https://www.lcsc.com/product-detail/C83170.html,0805,Tape & Reel (TR),10nF,±10%,50V,X7R
C60133,CC0402KRX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C60133,4434700,0.0056,100,100,https://www.lcsc.com/product-detail/C60133.html,0402,Tape & Reel (TR),10nF,±10%,50V,X7R
C105883,CC0402KRX7R8BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C105883,2027000,0.0083,100,100,https://www.lcsc.com/product-detail/C105883.html,0402,Tape & Reel (TR),100nF,±10%,25V,X7R
C160903,CC0603KRX7R9BB101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C160903,759500,0.0131,50,50,https://www.lcsc.com/product-detail/C160903.html,0603,Tape & Reel (TR),100pF,±10%,50V,X7R
C107059,CC0603KRX7R0BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107059,881450,0.0157,50,50,https://www.lcsc.com/product-detail/C107059.html,0603,Tape & Reel (TR),10nF,±10%,100V,X7R
C106222,CC0603KRX7R9BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106222,442900,0.0091,100,100,https://www.lcsc.com/product-detail/C106222.html,0603,Tape & Reel (TR),22nF,±10%,50V,X7R
C94121,CC0805KRX7R9BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C94121,662600,0.0137,50,50,https://www.lcsc.com/product-detail/C94121.html,0805,Tape & Reel (TR),1nF,±10%,50V,X7R
C91185,CC0805KKX7R9BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C91185,481860,0.0609,10,10,https://www.lcsc.com/product-detail/C91185.html,0805,Tape & Reel (TR),1uF,±10%,50V,X7R
C605211,AC0603JRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C605211,193580,0.0362,20,20,https://www.lcsc.com/product-detail/C605211.html,0603,Tape & Reel (TR),100nF,±5%,50V,X7R
C513710,CC0805KKX7R0BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C513710,109160,0.0373,20,20,https://www.lcsc.com/product-detail/C513710.html,0805,Tape & Reel (TR),220nF,±10%,100V,X7R
C513577,CC0603KRX7R9BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C513577,1033880,0.0328,20,20,https://www.lcsc.com/product-detail/C513577.html,0603,Tape & Reel (TR),470nF,±10%,50V,X7R
C111492,CC0805JRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C111492,718300,0.0184,50,50,https://www.lcsc.com/product-detail/C111492.html,0805,Tape & Reel (TR),100nF,±5%,50V,X7R
C107093,CC0603KRX7R9BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107093,1239150,0.0099,50,50,https://www.lcsc.com/product-detail/C107093.html,0603,Tape & Reel (TR),47nF,±10%,50V,X7R
C107092,CC0603KRX7R9BB471,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107092,627600,0.0082,100,100,https://www.lcsc.com/product-detail/C107092.html,0603,Tape & Reel (TR),470pF,±10%,50V,X7R
C106248,CC0603KRX7R7BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106248,557500,0.0286,50,50,https://www.lcsc.com/product-detail/C106248.html,0603,Tape & Reel (TR),1uF,±10%,16V,X7R
C106208,CC0402KRX7R9BB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106208,929600,0.0037,100,100,https://www.lcsc.com/product-detail/C106208.html,0402,Tape & Reel (TR),4.7nF,±10%,50V,X7R
