"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Capacitance","Tolerance","Voltage Rating","Temperature Coefficient","Operating Temperature"
"C281750","CC0402JRX7R9BB101","YAGEO","167400","100","100","https://www.lcsc.com/product-detail/C281750.html","0402","Tape & Reel (TR)","100pF","±5%","50V","X7R",""
"C541446","CC0402JRX7R9BB151","YAGEO","9800","100","100","https://www.lcsc.com/product-detail/C541446.html","0402","Tape & Reel (TR)","150pF","±5%","50V","X7R",""
"C114401","CC0402JRX7R9BB221","YAGEO","39100","100","100","https://www.lcsc.com/product-detail/C114401.html","0402","Tape & Reel (TR)","220pF","±5%","50V","X7R",""
"C325463","CC0402JRX7R9BB331","YAGEO","5300","100","100","https://www.lcsc.com/product-detail/C325463.html","0402","Tape & Reel (TR)","330pF","±5%","50V","X7R",""
"C272887","CC0402JRX7R9BB471","YAGEO","8600","100","100","https://www.lcsc.com/product-detail/C272887.html","0402","Tape & Reel (TR)","470pF","±5%","50V","X7R",""
"C513560","CC0402JRX7R9BB681","YAGEO","11300","100","100","https://www.lcsc.com/product-detail/C513560.html","0402","Tape & Reel (TR)","680pF","±5%","50V","X7R",""
"C527013","CC0402KRX7R0BB102","YAGEO","96300","100","100","https://www.lcsc.com/product-detail/C527013.html","0402","Tape & Reel (TR)","1nF","±10%","100V","X7R",""
"C281752","CC0402JRX7R9BB152","YAGEO","188100","100","100","https://www.lcsc.com/product-detail/C281752.html","0402","Tape & Reel (TR)","1.5nF","±5%","50V","X7R",""
"C576731","CC0402KRX7R0BB222","YAGEO","9100","100","100","https://www.lcsc.com/product-detail/C576731.html","0402","Tape & Reel (TR)","2.2nF","±10%","100V","X7R",""
"C541447","CC0402JRX7R9BB332","YAGEO","51900","100","100","https://www.lcsc.com/product-detail/C541447.html","0402","Tape & Reel (TR)","3.3nF","±5%","50V","X7R",""
"C576733","CC0402KRX7R0BB472","YAGEO","9800","100","100","https://www.lcsc.com/product-detail/C576733.html","0402","Tape & Reel (TR)","4.7nF","±10%","100V","X7R",""
"C93654","CC0402KRX7R9BB682","YAGEO","523400","100","100","https://www.lcsc.com/product-detail/C93654.html","0402","Tape & Reel (TR)","6.8nF","±10%","50V","X7R",""
"C527014","CC0402KRX7R0BB103","YAGEO","298750","50","50","https://www.lcsc.com/product-detail/C527014.html","0402","Tape & Reel (TR)","10nF","±10%","100V","X7R",""
"C114405","CC0402KRX7R9BB153","YAGEO","717900","100","100","https://www.lcsc.com/product-detail/C114405.html","0402","Tape & Reel (TR)","15nF","±10%","50V","X7R",""
"C541460","CC0402JRX7R9BB223","YAGEO","58300","100","100","https://www.lcsc.com/product-detail/C541460.html","0402","Tape & Reel (TR)","22nF","±5%","50V","X7R",""
"C541463","CC0402JRX7R9BB333","YAGEO","55700","100","100","https://www.lcsc.com/product-detail/C541463.html","0402","Tape & Reel (TR)","33nF","±5%","50V","X7R",""
"C576715","CC0402JRX7R9BB473","YAGEO","130500","100","100","https://www.lcsc.com/product-detail/C576715.html","0402","Tape & Reel (TR)","47nF","±5%","50V","X7R",""
"C354977","CC0402KRX7R9BB683","YAGEO","331900","100","100","https://www.lcsc.com/product-detail/C354977.html","0402","Tape & Reel (TR)","68nF","±10%","50V","X7R",""
"C5182432","CC0402JRX7R9BB104","YAGEO","361200","50","50","https://www.lcsc.com/product-detail/C5182432.html","0402","Tape & Reel (TR)","100nF","±5%","50V","X7R",""
"C505466","CC0402KRX7R7BB154","YAGEO","40200","100","100","https://www.lcsc.com/product-detail/C505466.html","0402","Tape & Reel (TR)","150nF","±10%","16V","X7R",""
"C723566","CC0402KRX7R8BB224","YAGEO","60040","20","20","https://www.lcsc.com/product-detail/C723566.html","0402","Tape & Reel (TR)","220nF","±10%","25V","X7R",""
"C723358","CC0402KRX7R6BB474","YAGEO","26600","50","50","https://www.lcsc.com/product-detail/C723358.html","0402","Tape & Reel (TR)","470nF","±10%","10V","X7R",""
"C7500381","CC0402KRX7R6BB105","YAGEO","42160","20","20","https://www.lcsc.com/product-detail/C7500381.html","0402","Tape & Reel (TR)","1uF","±10%","10V","X7R",""
"C576846","CC0603KRX7R0BB101","YAGEO","5050","50","50","https://www.lcsc.com/product-detail/C576846.html","0603","Tape & Reel (TR)","100pF","±10%","100V","X7R",""
"C107075","CC0603KRX7R9BB151","YAGEO","101200","100","100","https://www.lcsc.com/product-detail/C107075.html","0603","Tape & Reel (TR)","150pF","±10%","50V","X7R",""
"C107101","CC0603KRX7RYBB221","YAGEO","4600","100","100","https://www.lcsc.com/product-detail/C107101.html","0603","Tape & Reel (TR)","220pF","±10%","250V","X7R",""
"C309473","CC0603JRX7R9BB331","YAGEO","7400","100","100","https://www.lcsc.com/product-detail/C309473.html","0603","Tape & Reel (TR)","330pF","±5%","50V","X7R",""
"C2936583","CC0603KRX7RABB471","YAGEO","22200","100","100","https://www.lcsc.com/product-detail/C2936583.html","0603","Tape & Reel (TR)","470pF","±10%","200V","X7R",""
"C113806","CC0603KRX7R0BB681","YAGEO","3200","100","100","https://www.lcsc.com/product-detail/C113806.html","0603","Tape & Reel (TR)","680pF","±10%","100V","X7R",""
"C277510","CC0603KRX7RYBB102","YAGEO","171200","100","100","https://www.lcsc.com/product-detail/C277510.html","0603","Tape & Reel (TR)","1nF","±10%","250V","X7R",""
"C107060","CC0603KRX7R0BB152","YAGEO","23850","50","50","https://www.lcsc.com/product-detail/C107060.html","0603","Tape & Reel (TR)","1.5nF","±10%","100V","X7R",""
"C576857","CC0603KRX7RYBB222","YAGEO","4400","100","100","https://www.lcsc.com/product-detail/C576857.html","0603","Tape & Reel (TR)","2.2nF","±10%","250V","X7R",""
"C519530","CC0603JRX7R9BB332","YAGEO","21400","100","100","https://www.lcsc.com/product-detail/C519530.html","0603","Tape & Reel (TR)","3.3nF","±5%","50V","X7R",""
"C596328","CC0603KRX7RABB472","YAGEO","4600","100","100","https://www.lcsc.com/product-detail/C596328.html","0603","Tape & Reel (TR)","4.7nF","±10%","200V","X7R",""
"C576854","CC0603KRX7R0BB682","YAGEO","12550","50","50","https://www.lcsc.com/product-detail/C576854.html","0603","Tape & Reel (TR)","6.8nF","±10%","100V","X7R",""
"C107059","CC0603KRX7R0BB103","YAGEO","881450","50","50","https://www.lcsc.com/product-detail/C107059.html","0603","Tape & Reel (TR)","10nF","±10%","100V","X7R",""
"C576847","CC0603KRX7R0BB153","YAGEO","4100","20","20","https://www.lcsc.com/product-detail/C576847.html","0603","Tape & Reel (TR)","15nF","±10%","100V","X7R",""
"C313105","CC0603KRX7R0BB223","YAGEO","95100","100","100","https://www.lcsc.com/product-detail/C313105.html","0603","Tape & Reel (TR)","22nF","±10%","100V","X7R",""
"C576851","CC0603KRX7R0BB333","YAGEO","3350","50","50","https://www.lcsc.com/product-detail/C576851.html","0603","Tape & Reel (TR)","33nF","±10%","100V","X7R",""
"C576852","CC0603KRX7R0BB473","YAGEO","208700","100","100","https://www.lcsc.com/product-detail/C576852.html","0603","Tape & Reel (TR)","47nF","±10%","100V","X7R",""
"C3891122","CC0603KRX7R0BB683","YAGEO","3350","50","50","https://www.lcsc.com/product-detail/C3891122.html","0603","Tape & Reel (TR)","68nF","±10%","100V","X7R",""
"C113803","CC0603KRX7R0BB104","YAGEO","983300","50","50","https://www.lcsc.com/product-detail/C113803.html","0603","Tape & Reel (TR)","100nF","±10%","100V","X7R",""
"C513735","CC0603KRX7R9BB154","YAGEO","336950","50","50","https://www.lcsc.com/product-detail/C513735.html","0603","Tape & Reel (TR)","150nF","±10%","50V","X7R",""
"C519575","CC0603JRX7R9BB224","YAGEO","98220","20","20","https://www.lcsc.com/product-detail/C519575.html","0603","Tape & Reel (TR)","220nF","±5%","50V","X7R",""
"C519579","CC0603JRX7R8BB334","YAGEO","7300","20","20","https://www.lcsc.com/product-detail/C519579.html","0603","Tape & Reel (TR)","330nF","±5%","25V","X7R",""
"C513577","CC0603KRX7R9BB474","YAGEO","1033880","20","20","https://www.lcsc.com/product-detail/C513577.html","0603","Tape & Reel (TR)","470nF","±10%","50V","X7R",""
"C2838708","CC0603KRX7R8BB684","YAGEO","70300","50","50","https://www.lcsc.com/product-detail/C2838708.html","0603","Tape & Reel (TR)","680nF","±10%","25V","X7R",""
"C559769","CC0603KRX7R9BB105","YAGEO","219020","20","20","https://www.lcsc.com/product-detail/C559769.html","0603","Tape & Reel (TR)","1uF","±10%","50V","X7R",""
"C914769","CC0603KRX7R7BB225","YAGEO","104880","10","10","https://www.lcsc.com/product-detail/C914769.html","0603","Tape & Reel (TR)","2.2uF","±10%","16V","X7R",""
