LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C227256,AC0402FR-0788K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227256,8700,0.0020,100,100,https://www.lcsc.com/product-detail/C227256.html,0402,Tape & Reel (TR),Thick Film Resistor,88.7kΩ,±1%,50V,62.5mW,±100ppm/℃
C227191,AC0402FR-0768R1L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227191,8700,0.0018,100,100,https://www.lcsc.com/product-detail/C227191.html,0402,Tape & Reel (TR),Thick Film Resistor,68.1Ω,±1%,50V,62.5mW,±100ppm/℃
C144803,AC0402FR-0711KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144803,8700,0.0021,100,100,https://www.lcsc.com/product-detail/C144803.html,0402,Tape & Reel (TR),Thick Film Resistor,11kΩ,±1%,50V,62.5mW,±100ppm/℃
C138035,RC0402FR-071M2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C138035,8700,0.0017,100,100,https://www.lcsc.com/product-detail/C138035.html,0402,Tape & Reel (TR),Thick Film Resistor,1.2MΩ,±1%,50V,62.5mW,±100ppm/℃
C137595,RC0805FR-0712K4L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137595,8700,0.0064,100,100,https://www.lcsc.com/product-detail/C137595.html,0805,Tape & Reel (TR),Thick Film Resistor,12.4kΩ,±1%,150V,125mW,±100ppm/℃
C137482,RC0805FR-079K1L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137482,8700,0.0083,100,100,https://www.lcsc.com/product-detail/C137482.html,0805,Tape & Reel (TR),Thick Film Resistor,9.1kΩ,±1%,150V,125mW,±100ppm/℃
C125891,AC0603FR-075K1L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C125891,8700,0.0056,100,100,https://www.lcsc.com/product-detail/C125891.html,0603,Tape & Reel (TR),Thick Film Resistor,5.1kΩ,±1%,75V,100mW,±100ppm/℃
C6123659,AF0402FR-07187RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C6123659,8600,0.0047,100,100,https://www.lcsc.com/product-detail/C6123659.html,0402,Tape & Reel (TR),Thick Film Resistor,187Ω,±1%,50V,63mW,±100ppm/℃
C914785,AF0402FR-07301RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C914785,8600,0.0047,100,100,https://www.lcsc.com/product-detail/C914785.html,0402,Tape & Reel (TR),Thick Film Resistor,301Ω,±1%,50V,62.5mW,±100ppm/℃
C477207,RC0402FR-071M3L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C477207,8600,0.0047,100,100,https://www.lcsc.com/product-detail/C477207.html,0402,Tape & Reel (TR),Thick Film Resistor,1.3MΩ,±1%,50V,62.5mW,±100ppm/℃
