LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C227764,AC0603FR-0729R4L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227764,300,0.0026,100,100,https://www.lcsc.com/product-detail/C227764.html,0603,Tape & Reel (TR),Thick Film Resistor,29.4Ω,±1%,75V,100mW,±100ppm/℃
C227714,AC0603FR-07226KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227714,300,0.0033,100,100,https://www.lcsc.com/product-detail/C227714.html,0603,Tape & Reel (TR),Thick Film Resistor,226kΩ,±1%,75V,100mW,±100ppm/℃
C227669,AC0603FR-071M2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227669,300,0.0044,100,100,https://www.lcsc.com/product-detail/C227669.html,0603,Tape & Reel (TR),Thick Film Resistor,1.2MΩ,±1%,75V,100mW,±100ppm/℃
C227585,AC0603FR-0713RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227585,300,0.0033,100,100,https://www.lcsc.com/product-detail/C227585.html,0603,Tape & Reel (TR),Thick Film Resistor,13Ω,±1%,75V,100mW,±100ppm/℃
C227131,AC0402FR-0752R3L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227131,300,0.0019,100,100,https://www.lcsc.com/product-detail/C227131.html,0402,Tape & Reel (TR),Thick Film Resistor,52.3Ω,±1%,50V,62.5mW,±100ppm/℃
C226998,AC0402FR-0733K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226998,300,0.0024,100,100,https://www.lcsc.com/product-detail/C226998.html,0402,Tape & Reel (TR),Thick Film Resistor,33.2kΩ,±1%,50V,62.5mW,±100ppm/℃
C226859,AC0402FR-071K74L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226859,300,0.0029,100,100,https://www.lcsc.com/product-detail/C226859.html,0402,Tape & Reel (TR),Thick Film Resistor,1.74kΩ,±1%,50V,62.5mW,±100ppm/℃
C226747,AC0402FR-0710K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226747,300,0.0019,100,100,https://www.lcsc.com/product-detail/C226747.html,0402,Tape & Reel (TR),Thick Film Resistor,10.5kΩ,±1%,50V,62.5mW,±100ppm/℃
C185400,RC0402FR-076K65L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185400,300,0.0010,100,100,https://www.lcsc.com/product-detail/C185400.html,0402,Tape & Reel (TR),Thick Film Resistor,6.65kΩ,±1%,50V,62.5mW,±100ppm/℃
C185385,RC0402FR-0793R1L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185385,300,0.0010,100,100,https://www.lcsc.com/product-detail/C185385.html,0402,Tape & Reel (TR),Thick Film Resistor,93.1Ω,±1%,50V,62.5mW,±100ppm/℃
C185321,RC0603FR-0754K9L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185321,300,0.0024,100,100,https://www.lcsc.com/product-detail/C185321.html,0603,Tape & Reel (TR),Thick Film Resistor,54.9kΩ,±1%,75V,100mW,±100ppm/℃
C163464,RC0402FR-073M01L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C163464,300,0.0009,100,100,https://www.lcsc.com/product-detail/C163464.html,0402,Tape & Reel (TR),Thick Film Resistor,3.01MΩ,±1%,50V,62.5mW,±100ppm/℃
C144793,AC0402FR-071K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144793,300,0.0020,100,100,https://www.lcsc.com/product-detail/C144793.html,0402,Tape & Reel (TR),Thick Film Resistor,1.2kΩ,±1%,50V,62.5mW,±100ppm/℃
C326787,PT0805FR-7W0R56L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/d24f9498a378892db8b98c9d196cf45b.pdf?productCode=C326787,280,0.0357,20,20,https://www.lcsc.com/product-detail/C326787.html,0805,Tape & Reel (TR),Thick Film Resistor,560mΩ,±1%,,250mW,±100ppm/℃
C5560579,AF0805FR-0751RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C5560579,250,0.0104,50,50,https://www.lcsc.com/product-detail/C5560579.html,0805,Tape & Reel (TR),Thick Film Resistor,51Ω,±1%,150V,125mW,±100ppm/℃
C2105547,AF0805FR-073K9L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C2105547,250,0.0098,50,50,https://www.lcsc.com/product-detail/C2105547.html,0805,Tape & Reel (TR),Thick Film Resistor,3.9kΩ,±1%,150V,125mW,±100ppm/℃
C2105183,AF0805FR-07221RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C2105183,250,0.0100,50,50,https://www.lcsc.com/product-detail/C2105183.html,0805,Tape & Reel (TR),Thick Film Resistor,221Ω,±1%,150V,125mW,±100ppm/℃
C873665,SR0603FR-0715KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/621f51fb3bcccb79a4b0a14f88737b23.pdf?productCode=C873665,250,0.0060,50,50,https://www.lcsc.com/product-detail/C873665.html,0603,Tape & Reel (TR),Thick Film Resistor,15kΩ,±1%,,100mW,±100ppm/℃
C228045,AC0603FR-0773R2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228045,250,0.0049,50,50,https://www.lcsc.com/product-detail/C228045.html,0603,Tape & Reel (TR),Thick Film Resistor,73.2Ω,±1%,75V,100mW,±100ppm/℃
