LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C6732977,AC0805FR-7W47RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C6732977,3650,0.0149,50,50,https://www.lcsc.com/product-detail/C6732977.html,0805,Tape & Reel (TR),Thick Film Resistor,47Ω,±1%,150V,250mW,±100ppm/℃
C6113906,AC0805FR-7W200KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C6113906,3650,0.0105,50,50,https://www.lcsc.com/product-detail/C6113906.html,0805,Tape & Reel (TR),Thick Film Resistor,200kΩ,±1%,,250mW,±100ppm/℃
C2106976,AF0805FR-076K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C2106976,3650,0.0099,50,50,https://www.lcsc.com/product-detail/C2106976.html,0805,Tape & Reel (TR),Thick Film Resistor,6.2kΩ,±1%,150V,125mW,±100ppm/℃
C483196,RC0805FR-076M49L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483196,3600,0.0027,100,100,https://www.lcsc.com/product-detail/C483196.html,0805,Tape & Reel (TR),Thick Film Resistor,6.49MΩ,±1%,150V,125mW,±100ppm/℃
C477682,RC0402FR-07294RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C477682,3600,0.0010,100,100,https://www.lcsc.com/product-detail/C477682.html,0402,Tape & Reel (TR),Thick Film Resistor,294Ω,±1%,50V,62.5mW,±100ppm/℃
C274362,RC0805FR-0710K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C274362,3600,0.0055,100,100,https://www.lcsc.com/product-detail/C274362.html,0805,Tape & Reel (TR),Thick Film Resistor,10.5kΩ,±1%,150V,125mW,±100ppm/℃
C273965,RC0805FR-072K61L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273965,3600,0.0076,100,100,https://www.lcsc.com/product-detail/C273965.html,0805,Tape & Reel (TR),Thick Film Resistor,2.61kΩ,±1%,150V,125mW,±100ppm/℃
C273801,RC0603FR-0759RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273801,3600,0.0024,100,100,https://www.lcsc.com/product-detail/C273801.html,0603,Tape & Reel (TR),Thick Film Resistor,59Ω,±1%,75V,100mW,±100ppm/℃
C245894,RC0603FR-07107KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C245894,3600,0.0046,100,100,https://www.lcsc.com/product-detail/C245894.html,0603,Tape & Reel (TR),Thick Film Resistor,107kΩ,±1%,75V,100mW,±100ppm/℃
C228961,AC0805FR-07698KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228961,3600,0.0061,100,100,https://www.lcsc.com/product-detail/C228961.html,0805,Tape & Reel (TR),Thick Film Resistor,698kΩ,±1%,150V,125mW,±100ppm/℃
