LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C2097872,AF0603FR-073K16L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C2097872,4600,0.0022,100,100,https://www.lcsc.com/product-detail/C2097872.html,0603,Tape & Reel (TR),Thick Film Resistor,3.16kΩ,±1%,75V,100mW,±100ppm/℃
C855097,AC0805FR-7W100KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C855097,4600,0.0237,50,50,https://www.lcsc.com/product-detail/C855097.html,0805,Tape & Reel (TR),Thick Film Resistor,100kΩ,±1%,150V,250mW,±100ppm/℃
C483130,RC0805FR-07392RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483130,4600,0.0095,100,100,https://www.lcsc.com/product-detail/C483130.html,0805,Tape & Reel (TR),Thick Film Resistor,392Ω,±1%,150V,125mW,±100ppm/℃
C477783,RC0402FR-077M15L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C477783,4600,0.0011,100,100,https://www.lcsc.com/product-detail/C477783.html,0402,Tape & Reel (TR),Thick Film Resistor,7.15MΩ,±1%,50V,62.5mW,±100ppm/℃
C477189,RC0402FR-071M13L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C477189,4600,0.0014,100,100,https://www.lcsc.com/product-detail/C477189.html,0402,Tape & Reel (TR),Thick Film Resistor,1.13MΩ,±1%,50V,62.5mW,±100ppm/℃
C276311,RC0805FR-075K11L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C276311,4600,0.0142,50,50,https://www.lcsc.com/product-detail/C276311.html,0805,Tape & Reel (TR),Thick Film Resistor,5.11kΩ,±1%,150V,125mW,±100ppm/℃
C228916,AC0805FR-075K11L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228916,4600,0.0124,100,100,https://www.lcsc.com/product-detail/C228916.html,0805,Tape & Reel (TR),Thick Film Resistor,5.11kΩ,±1%,150V,125mW,±100ppm/℃
C228835,AC0805FR-0743R2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228835,4600,0.0061,100,100,https://www.lcsc.com/product-detail/C228835.html,0805,Tape & Reel (TR),Thick Film Resistor,43.2Ω,±1%,150V,125mW,±100ppm/℃
C228746,AC0805FR-07324RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228746,4600,0.0052,100,100,https://www.lcsc.com/product-detail/C228746.html,0805,Tape & Reel (TR),Thick Film Resistor,324Ω,±1%,150V,125mW,±100ppm/℃
C228089,AC0603FR-078K66L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228089,4600,0.0094,100,100,https://www.lcsc.com/product-detail/C228089.html,0603,Tape & Reel (TR),Thick Film Resistor,8.66kΩ,±1%,75V,100mW,±100ppm/℃
C228015,AC0603FR-0768K1L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228015,4600,0.0038,100,100,https://www.lcsc.com/product-detail/C228015.html,0603,Tape & Reel (TR),Thick Film Resistor,68.1kΩ,±1%,75V,100mW,±100ppm/℃
C227681,AC0603FR-071M8L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227681,4600,0.0106,100,100,https://www.lcsc.com/product-detail/C227681.html,0603,Tape & Reel (TR),Thick Film Resistor,1.8MΩ,±1%,75V,100mW,±100ppm/℃
C227610,AC0603FR-07165RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227610,4600,0.0032,100,100,https://www.lcsc.com/product-detail/C227610.html,0603,Tape & Reel (TR),Thick Film Resistor,165Ω,±1%,75V,100mW,±100ppm/℃
C227544,AC0603FR-0710K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227544,4600,0.0093,100,100,https://www.lcsc.com/product-detail/C227544.html,0603,Tape & Reel (TR),Thick Film Resistor,10.2kΩ,±1%,75V,100mW,±100ppm/℃
C227255,AC0402FR-07887RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227255,4600,0.0019,100,100,https://www.lcsc.com/product-detail/C227255.html,0402,Tape & Reel (TR),Thick Film Resistor,887Ω,±1%,50V,62.5mW,±100ppm/℃
C227106,AC0402FR-074K12L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227106,4600,0.0019,100,100,https://www.lcsc.com/product-detail/C227106.html,0402,Tape & Reel (TR),Thick Film Resistor,4.12kΩ,±1%,50V,62.5mW,±100ppm/℃
C226853,AC0402FR-071K4L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226853,4600,0.0031,100,100,https://www.lcsc.com/product-detail/C226853.html,0402,Tape & Reel (TR),Thick Film Resistor,1.4kΩ,±1%,50V,62.5mW,±100ppm/℃
C185357,RC0603FR-071K65L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185357,4600,0.0024,100,100,https://www.lcsc.com/product-detail/C185357.html,0603,Tape & Reel (TR),Thick Film Resistor,1.65kΩ,±1%,75V,100mW,±100ppm/℃
C144574,AC0805FR-0722KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144574,4600,0.0081,100,100,https://www.lcsc.com/product-detail/C144574.html,0805,Tape & Reel (TR),Thick Film Resistor,22kΩ,±1%,150V,125mW,±100ppm/℃
C144554,AC0805FR-0756RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144554,4600,0.0112,50,50,https://www.lcsc.com/product-detail/C144554.html,0805,Tape & Reel (TR),Thick Film Resistor,56Ω,±1%,150V,125mW,±100ppm/℃
C144547,AC0805FR-076K8L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144547,4600,0.0110,100,100,https://www.lcsc.com/product-detail/C144547.html,0805,Tape & Reel (TR),Thick Film Resistor,6.8kΩ,±1%,150V,125mW,±100ppm/℃
C137967,RC0402FR-074K42L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137967,4600,0.0053,100,100,https://www.lcsc.com/product-detail/C137967.html,0402,Tape & Reel (TR),Thick Film Resistor,4.42kΩ,±1%,50V,62.5mW,±100ppm/℃
C137780,RC0603FR-071K1L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137780,4600,0.0066,100,100,https://www.lcsc.com/product-detail/C137780.html,0603,Tape & Reel (TR),Thick Film Resistor,1.1kΩ,±1%,75V,100mW,±100ppm/℃
C137497,RC0805FR-076K04L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137497,4600,0.0065,100,100,https://www.lcsc.com/product-detail/C137497.html,0805,Tape & Reel (TR),Thick Film Resistor,6.04kΩ,±1%,150V,125mW,±100ppm/℃
C6230105,SR0603FR-072K2L,YAGEO,,4550,0.0063,50,50,https://www.lcsc.com/product-detail/C6230105.html,0603,Tape & Reel (TR),Thick Film Resistor,2.2kΩ,±1%,,100mW,±100ppm/℃
C228860,AC0805FR-0749R9L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228860,4550,0.0114,50,50,https://www.lcsc.com/product-detail/C228860.html,0805,Tape & Reel (TR),Thick Film Resistor,49.9Ω,±1%,150V,125mW,±100ppm/℃
C5120098,AC0805FR-7W27RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C5120098,4520,0.0287,20,20,https://www.lcsc.com/product-detail/C5120098.html,0805,Tape & Reel (TR),Thick Film Resistor,27Ω,±1%,150V,250mW,±100ppm/℃
