LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C7213327,AF0805FR-0723K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C7213327,500,0.0096,50,50,https://www.lcsc.com/product-detail/C7213327.html,0805,Tape & Reel (TR),Thick Film Resistor,23.7kΩ,±1%,150V,125mW,±100ppm/℃
C6463127,AF0402FR-0736KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C6463127,500,0.0035,100,100,https://www.lcsc.com/product-detail/C6463127.html,0402,Tape & Reel (TR),Thick Film Resistor,36kΩ,±1%,50V,63mW,±100ppm/℃
C4246339,AF0805FR-07180KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C4246339,500,0.0096,50,50,https://www.lcsc.com/product-detail/C4246339.html,0805,Tape & Reel (TR),Thick Film Resistor,180kΩ,±1%,150V,125mW,±100ppm/℃
C4156427,AF0805FR-071K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C4156427,500,0.0092,50,50,https://www.lcsc.com/product-detail/C4156427.html,0805,Tape & Reel (TR),Thick Film Resistor,1.5kΩ,±1%,150V,125mW,±100ppm/℃
C2098846,AF0603FR-079K09L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C2098846,500,0.0052,100,100,https://www.lcsc.com/product-detail/C2098846.html,0603,Tape & Reel (TR),Thick Film Resistor,9.09kΩ,±1%,75V,100mW,±100ppm/℃
C483171,RC0805FR-075M36L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483171,500,0.0034,100,100,https://www.lcsc.com/product-detail/C483171.html,0805,Tape & Reel (TR),Thick Film Resistor,5.36MΩ,±1%,150V,125mW,±100ppm/℃
C483164,RC0805FR-07464RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483164,500,0.0055,100,100,https://www.lcsc.com/product-detail/C483164.html,0805,Tape & Reel (TR),Thick Film Resistor,464Ω,±1%,150V,125mW,±100ppm/℃
C483125,RC0805FR-0735K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483125,500,0.0026,100,100,https://www.lcsc.com/product-detail/C483125.html,0805,Tape & Reel (TR),Thick Film Resistor,35.7kΩ,±1%,150V,125mW,±100ppm/℃
C483123,RC0805FR-0734K8L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483123,500,0.0053,100,100,https://www.lcsc.com/product-detail/C483123.html,0805,Tape & Reel (TR),Thick Film Resistor,34.8kΩ,±1%,150V,125mW,±100ppm/℃
C295877,RC0402FR-0718K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C295877,500,0.0013,100,100,https://www.lcsc.com/product-detail/C295877.html,0402,Tape & Reel (TR),Thick Film Resistor,18.7kΩ,±1%,50V,62.5mW,±100ppm/℃
C274004,RC0805FR-07845KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C274004,500,0.0020,100,100,https://www.lcsc.com/product-detail/C274004.html,0805,Tape & Reel (TR),Thick Film Resistor,845kΩ,±1%,150V,125mW,±100ppm/℃
