LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C137942,RC0402FR-076M98L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137942,2000,0.0017,100,100,https://www.lcsc.com/product-detail/C137942.html,0402,Tape & Reel (TR),Thick Film Resistor,6.98MΩ,±1%,50V,62.5mW,±100ppm/℃
C137552,RC0805FR-072M2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137552,2000,0.0074,100,100,https://www.lcsc.com/product-detail/C137552.html,0805,Tape & Reel (TR),Thick Film Resistor,2.2MΩ,±1%,150V,125mW,±100ppm/℃
C20142800,AC0805FR-7W750RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C20142800,1900,0.0113,100,100,https://www.lcsc.com/product-detail/C20142800.html,0805,Tape & Reel (TR),Thick Film Resistor,750Ω,±1%,,250mW,±100ppm/℃
C6856143,AF0805FR-0739RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C6856143,1900,0.0100,50,50,https://www.lcsc.com/product-detail/C6856143.html,0805,Tape & Reel (TR),Thick Film Resistor,39Ω,±1%,150V,125mW,±100ppm/℃
C273973,RC0805FR-07287KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273973,1900,0.0022,100,100,https://www.lcsc.com/product-detail/C273973.html,0805,Tape & Reel (TR),Thick Film Resistor,287kΩ,±1%,150V,125mW,±100ppm/℃
C245929,RC0603FR-071K18L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C245929,1900,0.0025,100,100,https://www.lcsc.com/product-detail/C245929.html,0603,Tape & Reel (TR),Thick Film Resistor,1.18kΩ,±1%,75V,100mW,±100ppm/℃
C228600,AC0805FR-071M69L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228600,1900,0.0062,50,50,https://www.lcsc.com/product-detail/C228600.html,0805,Tape & Reel (TR),Thick Film Resistor,1.69MΩ,±1%,150V,125mW,±100ppm/℃
C227876,AC0603FR-073ML,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227876,1900,0.0057,100,100,https://www.lcsc.com/product-detail/C227876.html,0603,Tape & Reel (TR),Thick Film Resistor,3MΩ,±1%,75V,100mW,±100ppm/℃
C227288,AC0402FR-079K76L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227288,1900,0.0019,100,100,https://www.lcsc.com/product-detail/C227288.html,0402,Tape & Reel (TR),Thick Film Resistor,9.76kΩ,±1%,50V,62.5mW,±100ppm/℃
C226956,AC0402FR-072K32L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226956,1900,0.0019,100,100,https://www.lcsc.com/product-detail/C226956.html,0402,Tape & Reel (TR),Thick Film Resistor,2.32kΩ,±1%,50V,62.5mW,±100ppm/℃
