LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C477809,RC0402FR-0788R7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C477809,4900,0.0010,100,100,https://www.lcsc.com/product-detail/C477809.html,0402,Tape & Reel (TR),Thick Film Resistor,88.7Ω,±1%,50V,62.5mW,±100ppm/℃
C477681,RC0402FR-0728RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C477681,4900,0.0013,100,100,https://www.lcsc.com/product-detail/C477681.html,0402,Tape & Reel (TR),Thick Film Resistor,28Ω,±1%,50V,62.5mW,±100ppm/℃
C295887,RC0603FR-07255KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C295887,4900,0.0075,100,100,https://www.lcsc.com/product-detail/C295887.html,0603,Tape & Reel (TR),Thick Film Resistor,255kΩ,±1%,75V,100mW,±100ppm/℃
C273871,RC0805FR-07255KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273871,4900,0.0076,100,100,https://www.lcsc.com/product-detail/C273871.html,0805,Tape & Reel (TR),Thick Film Resistor,255kΩ,±1%,150V,125mW,±100ppm/℃
C273328,RC0402FR-0771K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273328,4900,0.0056,100,100,https://www.lcsc.com/product-detail/C273328.html,0402,Tape & Reel (TR),Thick Film Resistor,71.5kΩ,±1%,50V,62.5mW,±100ppm/℃
C245930,RC0603FR-071K27L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C245930,4900,0.0039,100,100,https://www.lcsc.com/product-detail/C245930.html,0603,Tape & Reel (TR),Thick Film Resistor,1.27kΩ,±1%,75V,100mW,±100ppm/℃
C229060,AC0805FR-079K1L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C229060,4900,0.0075,100,100,https://www.lcsc.com/product-detail/C229060.html,0805,Tape & Reel (TR),Thick Film Resistor,9.1kΩ,±1%,150V,125mW,±100ppm/℃
C228988,AC0805FR-0773K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228988,4900,0.0112,100,100,https://www.lcsc.com/product-detail/C228988.html,0805,Tape & Reel (TR),Thick Film Resistor,73.2kΩ,±1%,150V,125mW,±100ppm/℃
C228970,AC0805FR-076K81L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228970,4900,0.0111,100,100,https://www.lcsc.com/product-detail/C228970.html,0805,Tape & Reel (TR),Thick Film Resistor,6.81kΩ,±1%,150V,125mW,±100ppm/℃
C228963,AC0805FR-0769K8L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228963,4900,0.0065,100,100,https://www.lcsc.com/product-detail/C228963.html,0805,Tape & Reel (TR),Thick Film Resistor,69.8kΩ,±1%,150V,125mW,±100ppm/℃
