LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C326595,CC0805KKX7R7BB106,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C326595,145365,0.2586,5,5,https://www.lcsc.com/product-detail/C326595.html,0805,Tape & Reel (TR),10uF,±10%,16V,X7R
C277483,CC1206KKX7R9BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C277483,146940,0.0528,20,20,https://www.lcsc.com/product-detail/C277483.html,1206,Tape & Reel (TR),470nF,±10%,50V,X7R
C272878,CC0402JRX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C272878,1161700,0.0051,100,100,https://www.lcsc.com/product-detail/C272878.html,0402,Tape & Reel (TR),10nF,±5%,50V,X7R
C272875,CC0402KRX7R9BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C272875,1100100,0.0041,100,100,https://www.lcsc.com/product-detail/C272875.html,0402,Tape & Reel (TR),47nF,±10%,50V,X7R
C149620,AC0603KRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C149620,1003650,0.0249,50,50,https://www.lcsc.com/product-detail/C149620.html,0603,Tape & Reel (TR),100nF,±10%,50V,X7R
C131031,CC0603JRX7R9BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C131031,382500,0.0154,50,50,https://www.lcsc.com/product-detail/C131031.html,0603,Tape & Reel (TR),1nF,±5%,50V,X7R
C115056,CC0603JRX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C115056,693000,0.0150,50,50,https://www.lcsc.com/product-detail/C115056.html,0603,Tape & Reel (TR),10nF,±5%,50V,X7R
C108079,CC0603KRX7R7BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C108079,698460,0.0222,20,20,https://www.lcsc.com/product-detail/C108079.html,0603,Tape & Reel (TR),100nF,±10%,16V,X7R
C107153,CC0805KRX7R9BB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107153,330100,0.0167,100,100,https://www.lcsc.com/product-detail/C107153.html,0805,Tape & Reel (TR),4.7nF,±10%,50V,X7R
C107088,CC0603KRX7R9BB332,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107088,756800,0.0079,100,100,https://www.lcsc.com/product-detail/C107088.html,0603,Tape & Reel (TR),3.3nF,±10%,50V,X7R
C107083,CC0603KRX7R9BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107083,360100,0.0190,50,50,https://www.lcsc.com/product-detail/C107083.html,0603,Tape & Reel (TR),220nF,±10%,50V,X7R
C107082,CC0603KRX7R9BB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107082,1717000,0.0103,50,50,https://www.lcsc.com/product-detail/C107082.html,0603,Tape & Reel (TR),2.2nF,±10%,50V,X7R
C107081,CC0603KRX7R9BB221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107081,596700,0.0125,100,100,https://www.lcsc.com/product-detail/C107081.html,0603,Tape & Reel (TR),220pF,±10%,50V,X7R
C107076,CC0603KRX7R9BB153,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107076,334100,0.0108,50,50,https://www.lcsc.com/product-detail/C107076.html,0603,Tape & Reel (TR),15nF,±10%,50V,X7R
C106856,CC0603KRX7R9BB333,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106856,1452000,0.0097,100,100,https://www.lcsc.com/product-detail/C106856.html,0603,Tape & Reel (TR),33nF,±10%,50V,X7R
C106218,CC0603KRX7R9BB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106218,1443400,0.0101,100,100,https://www.lcsc.com/product-detail/C106218.html,0603,Tape & Reel (TR),4.7nF,±10%,50V,X7R
C106205,CC0402KRX7R9BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106205,3806000,0.0048,100,100,https://www.lcsc.com/product-detail/C106205.html,0402,Tape & Reel (TR),1nF,±10%,50V,X7R
C94122,CC0805KKX7R7BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C94122,141080,0.0554,20,20,https://www.lcsc.com/product-detail/C94122.html,0805,Tape & Reel (TR),1uF,±10%,16V,X7R
C92490,CC0603KRX7R8BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C92490,1768600,0.0286,50,50,https://www.lcsc.com/product-detail/C92490.html,0603,Tape & Reel (TR),100nF,±10%,25V,X7R
C91183,CC0603JRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C91183,1775100,0.0274,20,20,https://www.lcsc.com/product-detail/C91183.html,0603,Tape & Reel (TR),100nF,±5%,50V,X7R
C2888326,AC0402KRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2888326,528400,0.0155,100,100,https://www.lcsc.com/product-detail/C2888326.html,0402,Tape & Reel (TR),100nF,±10%,50V,X7R
C596323,CC0805KKX7R0BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C596323,98360,0.0557,10,10,https://www.lcsc.com/product-detail/C596323.html,0805,Tape & Reel (TR),470nF,±10%,100V,X7R
C527014,CC0402KRX7R0BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C527014,298750,0.0130,50,50,https://www.lcsc.com/product-detail/C527014.html,0402,Tape & Reel (TR),10nF,±10%,100V,X7R
C519406,CC0603KRX7R7BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519406,284850,0.0150,50,50,https://www.lcsc.com/product-detail/C519406.html,0603,Tape & Reel (TR),10nF,±10%,16V,X7R
C513735,CC0603KRX7R9BB154,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C513735,336950,0.0130,50,50,https://www.lcsc.com/product-detail/C513735.html,0603,Tape & Reel (TR),150nF,±10%,50V,X7R
C513691,CC0603KRX7R6BB225,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C513691,219780,0.0590,20,20,https://www.lcsc.com/product-detail/C513691.html,0603,Tape & Reel (TR),2.2uF,±10%,10V,X7R
C408909,AC0603KRX7R0BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C408909,330400,0.0436,20,20,https://www.lcsc.com/product-detail/C408909.html,0603,Tape & Reel (TR),100nF,±10%,100V,X7R
C354262,CC0805KKX7R8BB475,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C354262,365845,0.1172,5,5,https://www.lcsc.com/product-detail/C354262.html,0805,Tape & Reel (TR),4.7uF,±10%,25V,X7R
C327204,CC0603KRX7R8BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C327204,483400,0.0088,100,100,https://www.lcsc.com/product-detail/C327204.html,0603,Tape & Reel (TR),10nF,±10%,25V,X7R
C326058,CC0603KRX7R8BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C326058,276180,0.0287,20,20,https://www.lcsc.com/product-detail/C326058.html,0603,Tape & Reel (TR),470nF,±10%,25V,X7R
C282072,CC0603KRX7R9BB563,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C282072,194000,0.0111,100,100,https://www.lcsc.com/product-detail/C282072.html,0603,Tape & Reel (TR),56nF,±10%,50V,X7R
C277470,CC0805KKX7R8BB225,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C277470,155540,0.0916,10,10,https://www.lcsc.com/product-detail/C277470.html,0805,Tape & Reel (TR),2.2uF,±10%,25V,X7R
C132170,CC1206KKX7R9BB475,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C132170,119870,0.1798,10,10,https://www.lcsc.com/product-detail/C132170.html,1206,Tape & Reel (TR),4.7uF,±10%,50V,X7R
C114405,CC0402KRX7R9BB153,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C114405,717900,0.0039,100,100,https://www.lcsc.com/product-detail/C114405.html,0402,Tape & Reel (TR),15nF,±10%,50V,X7R
C113807,CC0603KRX7R6BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113807,203300,0.0252,50,50,https://www.lcsc.com/product-detail/C113807.html,0603,Tape & Reel (TR),1uF,±10%,10V,X7R
C107192,CC1206KKX7RCBB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C107192,555300,0.0306,50,50,https://www.lcsc.com/product-detail/C107192.html,1206,Tape & Reel (TR),10nF,±10%,1kV,X7R
C107191,CC1206KKX7RCBB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C107191,268950,0.0320,50,50,https://www.lcsc.com/product-detail/C107191.html,1206,Tape & Reel (TR),1nF,±10%,1kV,X7R
C107154,CC0805KRX7R9BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107154,393900,0.0169,100,100,https://www.lcsc.com/product-detail/C107154.html,0805,Tape & Reel (TR),47nF,±10%,50V,X7R
C107150,CC0805KRX7R9BB333,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107150,1297700,0.0174,100,100,https://www.lcsc.com/product-detail/C107150.html,0805,Tape & Reel (TR),33nF,±10%,50V,X7R
C107147,CC0805KRX7R9BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107147,359300,0.0165,100,100,https://www.lcsc.com/product-detail/C107147.html,0805,Tape & Reel (TR),22nF,±10%,50V,X7R
C107146,CC0805KRX7R9BB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107146,293600,0.0143,100,100,https://www.lcsc.com/product-detail/C107146.html,0805,Tape & Reel (TR),2.2nF,±10%,50V,X7R
C107145,CC0805KRX7R9BB221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107145,781300,0.0163,100,100,https://www.lcsc.com/product-detail/C107145.html,0805,Tape & Reel (TR),220pF,±10%,50V,X7R
C107144,CC0805KRX7R9BB154,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107144,176200,0.0249,50,50,https://www.lcsc.com/product-detail/C107144.html,0805,Tape & Reel (TR),150nF,±10%,50V,X7R
C107140,CC0805KRX7R9BB101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107140,229300,0.0163,100,100,https://www.lcsc.com/product-detail/C107140.html,0805,Tape & Reel (TR),100pF,±10%,50V,X7R
C107135,CC0805KRX7R0BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107135,319450,0.0237,50,50,https://www.lcsc.com/product-detail/C107135.html,0805,Tape & Reel (TR),10nF,±10%,100V,X7R
C107131,CC0805KKX7R9BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107131,238450,0.0285,50,50,https://www.lcsc.com/product-detail/C107131.html,0805,Tape & Reel (TR),220nF,±10%,50V,X7R
C107100,CC0603KRX7R9BB823,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107100,268350,0.0132,50,50,https://www.lcsc.com/product-detail/C107100.html,0603,Tape & Reel (TR),82nF,±10%,50V,X7R
C107098,CC0603KRX7R9BB683,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107098,325200,0.0094,100,100,https://www.lcsc.com/product-detail/C107098.html,0603,Tape & Reel (TR),68nF,±10%,50V,X7R
C107097,CC0603KRX7R9BB682,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107097,465500,0.0104,100,100,https://www.lcsc.com/product-detail/C107097.html,0603,Tape & Reel (TR),6.8nF,±10%,50V,X7R
C107095,CC0603KRX7R9BB562,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107095,259200,0.0079,100,100,https://www.lcsc.com/product-detail/C107095.html,0603,Tape & Reel (TR),5.6nF,±10%,50V,X7R
C107087,CC0603KRX7R9BB331,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107087,780100,0.0079,100,100,https://www.lcsc.com/product-detail/C107087.html,0603,Tape & Reel (TR),330pF,±10%,50V,X7R
C107086,CC0603KRX7R9BB273,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107086,400500,0.0103,100,100,https://www.lcsc.com/product-detail/C107086.html,0603,Tape & Reel (TR),27nF,±10%,50V,X7R
C107026,CC0402KRX7R9BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107026,600500,0.0094,100,100,https://www.lcsc.com/product-detail/C107026.html,0402,Tape & Reel (TR),22nF,±10%,50V,X7R
C107017,CC0402KRX7R7BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107017,1278300,0.0038,100,100,https://www.lcsc.com/product-detail/C107017.html,0402,Tape & Reel (TR),22nF,±10%,16V,X7R
C106861,CC0402KRX7R9BB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106861,2032500,0.0029,100,100,https://www.lcsc.com/product-detail/C106861.html,0402,Tape & Reel (TR),2.2nF,±10%,50V,X7R
C106843,CC0805KKX7R9BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106843,382840,0.0453,20,20,https://www.lcsc.com/product-detail/C106843.html,0805,Tape & Reel (TR),470nF,±10%,50V,X7R
C106251,CC0402KRX7R9BB272,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106251,306700,0.0066,100,100,https://www.lcsc.com/product-detail/C106251.html,0402,Tape & Reel (TR),2.7nF,±10%,50V,X7R
C106247,CC0603KRX7R0BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106247,586200,0.0149,100,100,https://www.lcsc.com/product-detail/C106247.html,0603,Tape & Reel (TR),1nF,±10%,100V,X7R
C106206,CC0402KRX7R9BB331,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C106206,2035400,0.0032,100,100,https://www.lcsc.com/product-detail/C106206.html,0402,Tape & Reel (TR),330pF,±10%,50V,X7R
C93920,CC0402JRX7R9BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C93920,472000,0.0059,100,100,https://www.lcsc.com/product-detail/C93920.html,0402,Tape & Reel (TR),1nF,±5%,50V,X7R
C91186,CC0805KKX7R8BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C91186,349280,0.0509,10,10,https://www.lcsc.com/product-detail/C91186.html,0805,Tape & Reel (TR),1uF,±10%,25V,X7R
C70463,CC1206KKX7R0BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C70463,320510,0.1536,5,5,https://www.lcsc.com/product-detail/C70463.html,1206,Tape & Reel (TR),1uF,±10%,100V,X7R
C70462,CC1206KKX7R8BB106,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C70462,153585,0.3674,5,5,https://www.lcsc.com/product-detail/C70462.html,1206,Tape & Reel (TR),10uF,±10%,25V,X7R
C5182432,CC0402JRX7R9BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C5182432,361200,0.0158,50,50,https://www.lcsc.com/product-detail/C5182432.html,0402,Tape & Reel (TR),100nF,±5%,50V,X7R
C576852,CC0603KRX7R0BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C576852,208700,0.0153,100,100,https://www.lcsc.com/product-detail/C576852.html,0603,Tape & Reel (TR),47nF,±10%,100V,X7R
C469624,AC0603KRX7R0BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C469624,200450,0.0183,50,50,https://www.lcsc.com/product-detail/C469624.html,0603,Tape & Reel (TR),47nF,±10%,100V,X7R
C354977,CC0402KRX7R9BB683,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C354977,331900,0.0060,100,100,https://www.lcsc.com/product-detail/C354977.html,0402,Tape & Reel (TR),68nF,±10%,50V,X7R
C309495,CC0805KRX7RCBB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C309495,201840,0.0538,20,20,https://www.lcsc.com/product-detail/C309495.html,0805,Tape & Reel (TR),1nF,±10%,1kV,X7R
C277528,CC0603JRX7R9BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C277528,515700,0.0102,100,100,https://www.lcsc.com/product-detail/C277528.html,0603,Tape & Reel (TR),22nF,±5%,50V,X7R
C277510,CC0603KRX7RYBB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C277510,171200,0.0123,100,100,https://www.lcsc.com/product-detail/C277510.html,0603,Tape & Reel (TR),1nF,±10%,250V,X7R
