LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient
C1952576,CC1210KKX7R6BB106,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C1952576,1440,0.2460,5,5,https://www.lcsc.com/product-detail/C1952576.html,1210,Tape & Reel (TR),10uF,±10%,10V,X7R
C726559,AC0603KRX7R8BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C726559,25750,0.0124,50,50,https://www.lcsc.com/product-detail/C726559.html,0603,Tape & Reel (TR),10nF,±10%,25V,X7R
C527336,CC1206KKX7RDBB221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C527336,5680,0.0736,10,10,https://www.lcsc.com/product-detail/C527336.html,1206,Tape & Reel (TR),220pF,±10%,2kV,X7R
C519579,CC0603JRX7R8BB334,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519579,7300,0.0376,20,20,https://www.lcsc.com/product-detail/C519579.html,0603,Tape & Reel (TR),330nF,±5%,25V,X7R
C519560,CC0603JRX7R7BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519560,12140,0.0324,20,20,https://www.lcsc.com/product-detail/C519560.html,0603,Tape & Reel (TR),1uF,±5%,16V,X7R
C519404,CC0603KRX7R8BB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C519404,37000,0.0166,100,100,https://www.lcsc.com/product-detail/C519404.html,0603,Tape & Reel (TR),1nF,±10%,25V,X7R
C149601,AC1206KKX7R0BB104,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C149601,5920,0.1154,10,10,https://www.lcsc.com/product-detail/C149601.html,1206,Tape & Reel (TR),100nF,±10%,100V,X7R
C113866,CC0805KRX7RABB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113866,18550,0.0214,50,50,https://www.lcsc.com/product-detail/C113866.html,0805,Tape & Reel (TR),4.7nF,±10%,200V,X7R
C113864,CC0805KRX7RABB222,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113864,29100,0.0230,50,50,https://www.lcsc.com/product-detail/C113864.html,0805,Tape & Reel (TR),2.2nF,±10%,200V,X7R
C113862,CC0805KRX7R9BB562,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113862,23750,0.0198,50,50,https://www.lcsc.com/product-detail/C113862.html,0805,Tape & Reel (TR),5.6nF,±10%,50V,X7R
C107078,CC0603KRX7R9BB182,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107078,36400,0.0085,100,100,https://www.lcsc.com/product-detail/C107078.html,0603,Tape & Reel (TR),1.8nF,±10%,50V,X7R
C107018,CC0402KRX7R7BB563,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107018,45700,0.0083,100,100,https://www.lcsc.com/product-detail/C107018.html,0402,Tape & Reel (TR),56nF,±10%,16V,X7R
C7210087,AC0805KKX7R5BB106,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C7210087,2615,0.4034,5,5,https://www.lcsc.com/product-detail/C7210087.html,0805,Tape & Reel (TR),10uF,±10%,6.3V,X7R
C5575492,AC0402JRX7R9BB103,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C5575492,19800,0.0132,50,50,https://www.lcsc.com/product-detail/C5575492.html,0402,Tape & Reel (TR),10nF,±5%,50V,X7R
C3909468,AC1206JKNPOCBN101,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3909468,2760,0.0984,10,10,https://www.lcsc.com/product-detail/C3909468.html,1206,Tape & Reel (TR),100pF,±5%,1kV,C0G
C3866704,AC0603KRX7R8BB474,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3866704,11080,0.0433,20,20,https://www.lcsc.com/product-detail/C3866704.html,0603,Tape & Reel (TR),470nF,±10%,25V,X7R
C2936627,AC1206KKX7R0BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2936627,4660,0.2391,5,5,https://www.lcsc.com/product-detail/C2936627.html,1206,Tape & Reel (TR),1uF,±10%,100V,X7R
C2237338,AC1206KKX7R6BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2237338,2590,0.1211,5,5,https://www.lcsc.com/product-detail/C2237338.html,1206,Tape & Reel (TR),1uF,±10%,10V,X7R
C2172564,AC1206KRX7R0BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2172564,3890,0.1535,5,5,https://www.lcsc.com/product-detail/C2172564.html,1206,Tape & Reel (TR),22nF,±10%,100V,X7R
C1856545,CS1210KKX7R9BB475,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f8940f98c49a1f93ae92411500443b06.pdf?productCode=C1856545,260,0.3405,5,5,https://www.lcsc.com/product-detail/C1856545.html,1210,Tape & Reel (TR),4.7uF,±10%,50V,X7R
